z_dwt_ar_-7,z_dwt_ar_-6,z_dwt_ar_-9,z_dwt_ar_-8,z_dwt_ar_-3,z_dwt_ar_-2,z_dwt_ar_-5,z_dwt_ar_-4,z_dwt_ar_-0,z_dwt_ar_-1,z_dwt_avg_-5,z_dwt_avg_-6,z_dwt_avg_-7,z_dwt_avg_-8,z_dwt_avg_-9,z_dwt_avg_-0,z_dwt_avg_-1,z_dwt_avg_-2,z_dwt_avg_-3,z_dwt_avg_-4,z_dwt_norm_-8,z_dwt_norm_-7,z_dwt_norm_-6,z_dwt_norm_-5,z_dwt_norm_-9,z_dwt_norm_-0,z_dwt_norm_-4,z_dwt_norm_-3,z_dwt_norm_-2,z_dwt_norm_-1,label
1.0000000000000002,0.9799721369314015,0.0,0.0,0.23483129067865172,0.05478060211960796,0.903418180236358,0.7079191710000478,0.015623251760824868,0.03429062425307031,-0.16300847371391133,-0.047258038146958295,-0.01598722364872023,0.0,0.0,6.038910229884847,6.601071773963389,-2.7843805426868258,3.4910649209985958,5.981770746386192,0.0,0.02002786306859866,0.07655395669504356,0.1954990092363102,0.0,0.015623251760824868,0.473087880321396,0.18005068855904377,0.02048997786653764,0.018667372492245447,Trapaf
0.9999999999999999,0.9806515788448013,0.0,0.0,0.23590534154463896,0.06824949113958849,0.9075393365520661,0.6556104590109797,6.552812069636855E-5,0.028572589374212774,-0.030321537048997815,-0.005258733153830034,-0.0014777776081815568,0.0,0.0,0.32790650277955535,6.839311704895748,-0.8671284892025155,0.9403278639814017,-2.210499872639013,0.0,0.01934842115519862,0.07311224229273522,0.2519288775410863,0.0,6.552812069636855E-5,0.4197051174663407,0.16765585040505046,0.039676901765375715,0.028507061253516406,Trapaf
0.9808289690981461,0.9076064135310242,0.0,1.0000000000000002,0.04336192024162292,0.02422048316946991,0.6769376528981015,0.21463533007347974,0.0066665979047413225,0.0072809341112506296,3.8480869294721014,0.15729939427278752,0.049727778001467805,0.017134700969680804,0.0,5.0958494415993565,1.5469187846289334,-5.508000636400068,1.5242655084408907,-0.7023482895450782,0.01917103090185409,0.0732225555671218,0.23066876063292277,0.4623023228246217,0.0,0.0066665979047413225,0.1712734098318568,0.019141437072153007,0.016939549058219282,6.143362065093073E-4,Trapaf
1.0,0.9836935159167411,0.0,0.0,0.28282890649497106,0.03904113359130049,0.9213463597531734,0.7386525748968927,0.01960599139615592,0.01975442174067591,-0.02976674705821966,-0.006420011802916577,-0.0019799177191518903,0.0,0.0,5.451486728169358,0.47433143034282654,2.6259170749200664,-0.7680638963634112,-1.6569234380476825,0.0,0.016306484083258816,0.062347156163567764,0.18269378485628054,0.0,0.01960599139615592,0.45582366840192173,0.24378777290367054,0.01928671185062458,1.4843034451998883E-4,Trapaf
0.9999999999999999,0.9832664082608084,0.0,0.0,0.2411984523964277,0.04093303585865148,0.9194527674642419,0.7005373893263734,0.006941510316498376,0.02846903237993525,-0.1839375201345297,-0.0687860810666612,-0.02445204202147971,0.0,0.0,3.766814100361538,-6.63352273961746,2.9293024573925432,-0.43477501437649924,-3.602651778939103,0.0,0.016733591739191513,0.06381364079656646,0.2189153781378684,0.0,0.006941510316498376,0.45933893692994576,0.20026541653777621,0.01246400347871623,0.021527522063436878,Trapaf
0.9999999999999999,0.9819134817338768,0.0,0.0,0.3025247815052588,0.01649299862794016,0.9135151272753311,0.6777003791297822,0.006097093934078009,0.006363968570593302,0.008566150682508905,-9.087409972815888E-4,-5.646903462044875E-4,0.0,0.0,-2.3867668955409886,0.4993467331858772,2.1313916453957873,-3.733255904164454,-0.4946862268410383,0.0,0.018086518266123047,0.06839835445854571,0.23581474814554887,0.0,0.006097093934078009,0.3751755976245235,0.2860317828773186,0.010129030057346857,2.668746365152934E-4,Trapaf
0.9999999999999999,0.9826033689615292,0.0,0.0,0.2561534277222052,0.06619165272363121,0.9165923985846393,0.7257147229298674,0.0031087528688830256,0.0031266665676468438,-0.17760193133478092,-0.05968674853260936,-0.020872658743159765,0.0,0.0,1.6950665741951518,0.12867266437046787,4.669444479229791,5.916910921762504,-1.7198718209516513,0.0,0.017396631038470705,0.06601097037688997,0.19087767565477184,0.0,0.0031087528688830256,0.46956129520766227,0.189961774998574,0.06306498615598438,1.7913698763818125E-5,Trapaf
0.9808289690981461,0.9076064135310242,0.0,1.0000000000000002,0.04336192024162292,0.02422048316946991,0.6769376528981015,0.21463533007347974,0.0066665979047413225,0.0072809341112506296,3.8480869294721014,0.15729939427278752,0.049727778001467805,0.017134700969680804,0.0,5.0958494415993565,1.5469187846289334,-5.508000636400068,1.5242655084408907,-0.7023482895450782,0.01917103090185409,0.0732225555671218,0.23066876063292277,0.4623023228246217,0.0,0.0066665979047413225,0.1712734098318568,0.019141437072153007,0.016939549058219282,6.143362065093073E-4,Trapaf
0.9999999999999998,0.9816420041514118,0.0,0.0,0.059246328826147845,0.019139542402443043,0.9116229995307438,0.7174608235352328,0.0024190025360775426,0.0032702603464628433,-0.04137957972444489,-0.011276894407017804,-0.003794055237966571,0.0,0.0,2.2562746528826407,-1.338456797063794,0.769348746668503,0.2205242280513673,4.063633651664233,0.0,0.018357995848587976,0.07001900462066817,0.19416217599551097,0.0,0.0024190025360775426,0.658214494709085,0.04010678642370479,0.0158692820559802,8.512578103853005E-4,Trapaf
1.0,0.9776902858216373,0.0,0.0,0.21670161641592908,0.04131743767659003,0.8932125487156699,0.6500958959562289,0.01273926094302039,0.028244537262882775,0.13912676937785423,0.036479391782440945,0.012146359226663104,0.0,0.0,3.5688131728759265,-3.9372360380879003,-2.0213245691854707,3.141572392719013,-1.0642424378698363,0.0,0.022309714178362666,0.0844777371059674,0.24311665275944105,0.0,0.01273926094302039,0.43339427954029974,0.17538417873933904,0.013072900413707263,0.015505276319862382,Trapaf
