z_mean,z_stddev,xy_e_mean,xy_e_stddev,z_e_mean,z_e_stddev,t_mean,t_stddev,z_kurt,corr_z_xy_e,corr_z_e_xy_e,mcr_z,mcr_t,zcr_z,z_peak_mean,z_peak_stddev,z_peak_d_mean,z_peak_d_stddev,angle_mean,angle_stddev,z_freq_m_0.00,z_freq_m_0.18,z_freq_m_0.36,z_freq_m_0.54,z_freq_m_0.71,z_freq_m_0.89,z_freq_m_1.07,z_freq_m_1.25,z_freq_m_1.43,z_freq_m_1.61,z_freq_m_1.79,z_freq_m_1.96,z_freq_m_2.14,z_freq_m_2.32,z_freq_m_2.50,z_freq_m_2.68,z_freq_m_2.86,z_freq_m_3.04,z_freq_m_3.21,z_freq_m_3.39,z_freq_m_3.57,z_freq_m_3.75,z_freq_m_3.93,z_freq_m_4.11,z_freq_m_4.29,z_freq_m_4.46,z_freq_m_4.64,z_freq_m_4.82,z_freq_e_0.00,z_freq_e_0.18,z_freq_e_0.36,z_freq_e_0.54,z_freq_e_0.71,z_freq_e_0.89,z_freq_e_1.07,z_freq_e_1.25,z_freq_e_1.43,z_freq_e_1.61,z_freq_e_1.79,z_freq_e_1.96,z_freq_e_2.14,z_freq_e_2.32,z_freq_e_2.50,z_freq_e_2.68,z_freq_e_2.86,z_freq_e_3.04,z_freq_e_3.21,z_freq_e_3.39,z_freq_e_3.57,z_freq_e_3.75,z_freq_e_3.93,z_freq_e_4.11,z_freq_e_4.29,z_freq_e_4.46,z_freq_e_4.64,z_freq_e_4.82,z_freq_p1,z_freq_p2,z_freq_p3,z_freq_p4,xy_e_freq_m_0.00,xy_e_freq_m_0.18,xy_e_freq_m_0.36,xy_e_freq_m_0.54,xy_e_freq_m_0.71,xy_e_freq_m_0.89,xy_e_freq_m_1.07,xy_e_freq_m_1.25,xy_e_freq_m_1.43,xy_e_freq_m_1.61,xy_e_freq_m_1.79,xy_e_freq_m_1.96,xy_e_freq_m_2.14,xy_e_freq_m_2.32,xy_e_freq_m_2.50,xy_e_freq_m_2.68,xy_e_freq_m_2.86,xy_e_freq_m_3.04,xy_e_freq_m_3.21,xy_e_freq_m_3.39,xy_e_freq_m_3.57,xy_e_freq_m_3.75,xy_e_freq_m_3.93,xy_e_freq_m_4.11,xy_e_freq_m_4.29,xy_e_freq_m_4.46,xy_e_freq_m_4.64,xy_e_freq_m_4.82,xy_e_freq_e_0.00,xy_e_freq_e_0.18,xy_e_freq_e_0.36,xy_e_freq_e_0.54,xy_e_freq_e_0.71,xy_e_freq_e_0.89,xy_e_freq_e_1.07,xy_e_freq_e_1.25,xy_e_freq_e_1.43,xy_e_freq_e_1.61,xy_e_freq_e_1.79,xy_e_freq_e_1.96,xy_e_freq_e_2.14,xy_e_freq_e_2.32,xy_e_freq_e_2.50,xy_e_freq_e_2.68,xy_e_freq_e_2.86,xy_e_freq_e_3.04,xy_e_freq_e_3.21,xy_e_freq_e_3.39,xy_e_freq_e_3.57,xy_e_freq_e_3.75,xy_e_freq_e_3.93,xy_e_freq_e_4.11,xy_e_freq_e_4.29,xy_e_freq_e_4.46,xy_e_freq_e_4.64,xy_e_freq_e_4.82,xy_e_freq_p1,xy_e_freq_p2,xy_e_freq_p3,xy_e_freq_p4,t_freq_m_0.00,t_freq_m_0.18,t_freq_m_0.36,t_freq_m_0.54,t_freq_m_0.71,t_freq_m_0.89,t_freq_m_1.07,t_freq_m_1.25,t_freq_m_1.43,t_freq_m_1.61,t_freq_m_1.79,t_freq_m_1.96,t_freq_m_2.14,t_freq_m_2.32,t_freq_m_2.50,t_freq_m_2.68,t_freq_m_2.86,t_freq_m_3.04,t_freq_m_3.21,t_freq_m_3.39,t_freq_m_3.57,t_freq_m_3.75,t_freq_m_3.93,t_freq_m_4.11,t_freq_m_4.29,t_freq_m_4.46,t_freq_m_4.64,t_freq_m_4.82,t_freq_e_0.00,t_freq_e_0.18,t_freq_e_0.36,t_freq_e_0.54,t_freq_e_0.71,t_freq_e_0.89,t_freq_e_1.07,t_freq_e_1.25,t_freq_e_1.43,t_freq_e_1.61,t_freq_e_1.79,t_freq_e_1.96,t_freq_e_2.14,t_freq_e_2.32,t_freq_e_2.50,t_freq_e_2.68,t_freq_e_2.86,t_freq_e_3.04,t_freq_e_3.21,t_freq_e_3.39,t_freq_e_3.57,t_freq_e_3.75,t_freq_e_3.93,t_freq_e_4.11,t_freq_e_4.29,t_freq_e_4.46,t_freq_e_4.64,t_freq_e_4.82,t_freq_p1,t_freq_p2,t_freq_p3,t_freq_p4,z_dwt_ar_-0,z_dwt_ar_-1,z_dwt_ar_-2,z_dwt_ar_-3,z_dwt_ar_-4,z_dwt_ar_-5,z_dwt_ar_-6,z_dwt_ar_-7,z_dwt_ar_-8,z_dwt_ar_-9,z_dwt_norm_-0,z_dwt_norm_-1,z_dwt_norm_-2,z_dwt_norm_-3,z_dwt_norm_-4,z_dwt_norm_-5,z_dwt_norm_-6,z_dwt_norm_-7,z_dwt_norm_-8,z_dwt_norm_-9,z_dwt_avg_-0,z_dwt_avg_-1,z_dwt_avg_-2,z_dwt_avg_-3,z_dwt_avg_-4,z_dwt_avg_-5,z_dwt_avg_-6,z_dwt_avg_-7,z_dwt_avg_-8,z_dwt_avg_-9,label
0.06211282849988069,0.2422726424974117,0.0011606368101253488,0.0011056469323756566,0.062102528818452095,0.058241431755334847,0.21217473368570264,0.13559676432240977,-1.1681871813987668,-0.2751194681907209,-0.08805758886234172,2,4,5,0.0,0.0,0.0,0.0,0.0014547442858929094,7.852146927897727E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5384615384615385,3.076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5384615384615385,3.8461538461538463,5.769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3076923076923075,0.0,0.0,0.0,0.06326454753847204,0.4930693842029256,0.7662736779329079,0.9341162716421694,0.9810265630346624,0.9954389684206426,0.9990770457594942,1.0,0.0,0.0,0.06326454753847204,0.42980483666445357,0.2732042937299823,0.1678425937092614,0.046910291392493066,0.014412405385980227,0.0036380773388516733,9.229542405057507E-4,0.0,0.0,0.7146687720105412,1.8627743608830372,-0.11854051498175305,-0.060358648533042014,0.0057425197215913715,4.445751359275418E-5,5.164281592492298E-5,2.0860435554125224E-5,0.0,0.0,LiftAU
