1 56.25
2 64.375
3 71.25
4 77.5
5 81.25
6 79.375
7 79.375
8 82.5
9 80.625
10 86.875
11 85.625
12 82.5
13 85.0
14 83.75
15 85.625
16 85.625
17 88.125
18 86.25
19 86.25
20 85.625
21 84.375
22 86.25
23 83.75
24 83.75
25 86.25
26 86.25
27 87.5
28 85.625
29 85.625
30 86.875
31 87.5
32 84.375
33 86.25
34 89.375
35 87.5
36 86.875
37 86.875
38 86.875
39 88.75
40 89.375
41 87.5
42 86.875
43 86.25
44 84.375
45 85.0
46 87.5
47 91.25
48 85.625
49 86.875
50 89.375
51 88.75
52 86.875
53 86.25
54 90.0
55 89.375
56 88.125
57 91.25
58 90.0
59 91.875
60 89.375
61 91.25
62 91.875
63 90.0
64 90.625
65 90.0
66 93.75
67 92.5
68 91.25
69 91.25
70 94.375
71 94.375
72 90.0
73 94.375
74 95.0
75 95.0
76 94.375
77 95.625
78 91.875
79 95.0
80 95.625
81 94.375
82 95.0
83 90.625
84 93.75
85 95.0
86 95.625
87 90.625
88 94.375
89 91.875
90 96.875
91 91.25
92 92.5
93 93.75
94 93.125
95 92.5
96 94.375
97 94.375
98 93.125
99 91.25
100 95.625
101 95.625
102 95.0
103 94.375
104 96.25
105 94.375
106 96.25
107 96.25
108 94.375
109 97.5
110 93.125
111 94.375
112 94.375
113 93.125
114 93.125
115 94.375
116 96.875
117 96.25
118 92.5
119 93.75
120 94.375
121 91.25
122 92.5
123 94.375
124 93.125
125 93.125
126 92.5
127 94.375
128 92.5
129 90.625
130 93.75
131 93.125
132 96.25
133 95.0
134 94.375

