z_mean,z_stddev,xy_e_mean,xy_e_stddev,z_e_mean,z_e_stddev,t_mean,t_stddev,z_kurt,corr_z_xy_e,corr_z_e_xy_e,mcr_z,mcr_t,zcr_z,z_peak_mean,z_peak_stddev,z_peak_d_mean,z_peak_d_stddev,angle_mean,angle_stddev,z_freq_m_0.00,z_freq_m_0.25,z_freq_m_0.50,z_freq_m_0.75,z_freq_m_1.00,z_freq_m_1.25,z_freq_m_1.50,z_freq_m_1.75,z_freq_m_2.00,z_freq_m_2.25,z_freq_m_2.50,z_freq_m_2.75,z_freq_m_3.00,z_freq_m_3.25,z_freq_m_3.50,z_freq_m_3.75,z_freq_m_4.00,z_freq_m_4.25,z_freq_m_4.50,z_freq_m_4.75,z_freq_e_0.00,z_freq_e_0.25,z_freq_e_0.50,z_freq_e_0.75,z_freq_e_1.00,z_freq_e_1.25,z_freq_e_1.50,z_freq_e_1.75,z_freq_e_2.00,z_freq_e_2.25,z_freq_e_2.50,z_freq_e_2.75,z_freq_e_3.00,z_freq_e_3.25,z_freq_e_3.50,z_freq_e_3.75,z_freq_e_4.00,z_freq_e_4.25,z_freq_e_4.50,z_freq_e_4.75,z_freq_p1,z_freq_p2,z_freq_p3,z_freq_p4,xy_e_freq_m_0.00,xy_e_freq_m_0.25,xy_e_freq_m_0.50,xy_e_freq_m_0.75,xy_e_freq_m_1.00,xy_e_freq_m_1.25,xy_e_freq_m_1.50,xy_e_freq_m_1.75,xy_e_freq_m_2.00,xy_e_freq_m_2.25,xy_e_freq_m_2.50,xy_e_freq_m_2.75,xy_e_freq_m_3.00,xy_e_freq_m_3.25,xy_e_freq_m_3.50,xy_e_freq_m_3.75,xy_e_freq_m_4.00,xy_e_freq_m_4.25,xy_e_freq_m_4.50,xy_e_freq_m_4.75,xy_e_freq_e_0.00,xy_e_freq_e_0.25,xy_e_freq_e_0.50,xy_e_freq_e_0.75,xy_e_freq_e_1.00,xy_e_freq_e_1.25,xy_e_freq_e_1.50,xy_e_freq_e_1.75,xy_e_freq_e_2.00,xy_e_freq_e_2.25,xy_e_freq_e_2.50,xy_e_freq_e_2.75,xy_e_freq_e_3.00,xy_e_freq_e_3.25,xy_e_freq_e_3.50,xy_e_freq_e_3.75,xy_e_freq_e_4.00,xy_e_freq_e_4.25,xy_e_freq_e_4.50,xy_e_freq_e_4.75,xy_e_freq_p1,xy_e_freq_p2,xy_e_freq_p3,xy_e_freq_p4,t_freq_m_0.00,t_freq_m_0.25,t_freq_m_0.50,t_freq_m_0.75,t_freq_m_1.00,t_freq_m_1.25,t_freq_m_1.50,t_freq_m_1.75,t_freq_m_2.00,t_freq_m_2.25,t_freq_m_2.50,t_freq_m_2.75,t_freq_m_3.00,t_freq_m_3.25,t_freq_m_3.50,t_freq_m_3.75,t_freq_m_4.00,t_freq_m_4.25,t_freq_m_4.50,t_freq_m_4.75,t_freq_e_0.00,t_freq_e_0.25,t_freq_e_0.50,t_freq_e_0.75,t_freq_e_1.00,t_freq_e_1.25,t_freq_e_1.50,t_freq_e_1.75,t_freq_e_2.00,t_freq_e_2.25,t_freq_e_2.50,t_freq_e_2.75,t_freq_e_3.00,t_freq_e_3.25,t_freq_e_3.50,t_freq_e_3.75,t_freq_e_4.00,t_freq_e_4.25,t_freq_e_4.50,t_freq_e_4.75,t_freq_p1,t_freq_p2,t_freq_p3,t_freq_p4,z_dwt_ar_-0,z_dwt_ar_-1,z_dwt_ar_-2,z_dwt_ar_-3,z_dwt_ar_-4,z_dwt_ar_-5,z_dwt_ar_-6,z_dwt_ar_-7,z_dwt_ar_-8,z_dwt_ar_-9,z_dwt_ar_-10,z_dwt_ar_-11,z_dwt_ar_-12,z_dwt_ar_-13,z_dwt_ar_-14,z_dwt_ar_-15,z_dwt_ar_-16,z_dwt_ar_-17,z_dwt_ar_-18,z_dwt_ar_-19,z_dwt_norm_-0,z_dwt_norm_-1,z_dwt_norm_-2,z_dwt_norm_-3,z_dwt_norm_-4,z_dwt_norm_-5,z_dwt_norm_-6,z_dwt_norm_-7,z_dwt_norm_-8,z_dwt_norm_-9,z_dwt_norm_-10,z_dwt_norm_-11,z_dwt_norm_-12,z_dwt_norm_-13,z_dwt_norm_-14,z_dwt_norm_-15,z_dwt_norm_-16,z_dwt_norm_-17,z_dwt_norm_-18,z_dwt_norm_-19,z_dwt_avg_-0,z_dwt_avg_-1,z_dwt_avg_-2,z_dwt_avg_-3,z_dwt_avg_-4,z_dwt_avg_-5,z_dwt_avg_-6,z_dwt_avg_-7,z_dwt_avg_-8,z_dwt_avg_-9,z_dwt_avg_-10,z_dwt_avg_-11,z_dwt_avg_-12,z_dwt_avg_-13,z_dwt_avg_-14,z_dwt_avg_-15,z_dwt_avg_-16,z_dwt_avg_-17,z_dwt_avg_-18,z_dwt_avg_-19,label
-0.15890387068315417,3.3624715041245654,8.284081655147999,8.459316665613597,11.29352473866428,17.285156674237964,3.9603590793914196,1.9764287608855233,0.16581419343002946,0.4162056602261357,-0.17073078708041348,24,26,22,7.034812540277612,1.5640579894618947,1.041962944,0.052620146437832145,0.04504302662728792,0.024380456386139802,0.3178077413663083,0.26987398495902853,1.0644398840365914,2.0369996028295954,2.0369996028295954,0.6611292412212284,2.9657609609201465,2.9657609609201465,0.9954927654725482,0.6989012093734134,1.6494497723387231,1.6494497723387231,0.5113511756010779,0.6951712835344717,0.828797472352097,0.828797472352097,0.1998551667656479,0.05529340451830301,0.044007510947878664,0.032770067247077574,0.003913184712549908,0.004253978226282363,0.02773943250892264,0.12117814674257976,0.1019608214494741,0.019821507741341192,0.20878234958574837,0.23045872104826004,0.04483472664087483,0.02080993141405362,0.07185992882811107,0.06932437466646171,0.013149902324932199,0.01659221965229179,0.02771460999776171,0.0162281329225909,0.0010796007415111496,1.413064652850967E-4,9.73685359706755E-5,5.9755794996801517E-5,1.0067114093959733,1.8456375838926173,2.8523489932885906,3.859060402684564,16.568163310295994,1.0893386314674456,1.0893386314674456,5.053564651343217,5.053564651343217,1.0562295215029915,2.9257328666600095,3.9904668068990925,3.9904668068990925,1.1927370453154105,2.7908940474608808,2.7908940474608808,1.6342720846363434,2.873820358198609,3.6035347122758106,3.6035347122758106,1.1203579094058667,3.4477454652722686,3.4477454652722686,2.1105180903183163,0.5242682944538636,0.00451997239156678,0.005402619379725064,0.05830686992218895,0.05746177847903229,0.002999018978664785,0.019278077918354425,0.05185081656517428,0.03704058536818936,0.006206973243858171,0.01954621536059831,0.02497833999225481,0.013400512405160507,0.024586878031669254,0.04608112675800327,0.026875574654900532,0.004490305626768323,0.02860718124140131,0.03471210726773759,0.00938675196088833,1.0067114093959733,2.0134228187919465,3.859060402684564,4.697986577181208,7.920718158782839,0.28661359047461743,0.5984816593259493,1.8049385152248223,1.8049385152248223,0.3529987650477938,0.3340969088280654,0.30389069405450775,0.2510804047311909,0.35796433011115086,0.9140624653506624,0.9140624653506624,0.31109424149535486,0.38502118323933426,0.6377431946899526,0.6377431946899526,0.3324429635302395,0.4443220713425537,0.4443220713425537,0.2997319386093609,0.8156472542584451,0.0016908435999830524,0.005764038186764524,0.05368119975397583,0.050647850521152914,0.003347119404417663,0.0029281845546947115,0.002739235586975515,0.0016833727578646671,0.0018979796719091376,0.012605102589897646,0.012831080966162207,0.0026377327686133135,0.003059353618067114,0.0076840530425804215,0.008082302464372736,0.003057441458598428,0.003948994916837654,0.00485864365952353,0.001208216219163818,1.0067114093959733,2.8523489932885906,3.859060402684564,5.704697986577181,0.003903609432278382,0.0047755563401164405,0.01231190986065128,0.06913735256905534,0.27120945681335035,0.7366309104348555,0.9187874159401805,0.9830160028422483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003903609432278382,8.719469078380588E-4,0.00753635352053484,0.05682544270840407,0.20207210424429503,0.4654214536215051,0.18215650550532506,0.06422858690206776,0.016983997157751722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.351642370832459,-1.5840522898869915,2.121244429716667,0.8900504131922125,-1.613965664684489,1.3253716307211847,-0.0043547139853250955,0.0011815711702260548,5.213898119909278E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Trapop
