z_mean,z_stddev,xy_e_mean,xy_e_stddev,z_e_mean,z_e_stddev,t_mean,t_stddev,z_kurt,corr_z_xy_e,corr_z_e_xy_e,mcr_z,mcr_t,zcr_z,z_peak_mean,z_peak_stddev,z_peak_d_mean,z_peak_d_stddev,angle_mean,angle_stddev,z_freq_m_0.00,z_freq_m_0.25,z_freq_m_0.50,z_freq_m_0.75,z_freq_m_1.00,z_freq_m_1.25,z_freq_m_1.50,z_freq_m_1.75,z_freq_m_2.00,z_freq_m_2.25,z_freq_m_2.50,z_freq_m_2.75,z_freq_m_3.00,z_freq_m_3.25,z_freq_m_3.50,z_freq_m_3.75,z_freq_m_4.00,z_freq_m_4.25,z_freq_m_4.50,z_freq_m_4.75,z_freq_e_0.00,z_freq_e_0.25,z_freq_e_0.50,z_freq_e_0.75,z_freq_e_1.00,z_freq_e_1.25,z_freq_e_1.50,z_freq_e_1.75,z_freq_e_2.00,z_freq_e_2.25,z_freq_e_2.50,z_freq_e_2.75,z_freq_e_3.00,z_freq_e_3.25,z_freq_e_3.50,z_freq_e_3.75,z_freq_e_4.00,z_freq_e_4.25,z_freq_e_4.50,z_freq_e_4.75,z_freq_p1,z_freq_p2,z_freq_p3,z_freq_p4,xy_e_freq_m_0.00,xy_e_freq_m_0.25,xy_e_freq_m_0.50,xy_e_freq_m_0.75,xy_e_freq_m_1.00,xy_e_freq_m_1.25,xy_e_freq_m_1.50,xy_e_freq_m_1.75,xy_e_freq_m_2.00,xy_e_freq_m_2.25,xy_e_freq_m_2.50,xy_e_freq_m_2.75,xy_e_freq_m_3.00,xy_e_freq_m_3.25,xy_e_freq_m_3.50,xy_e_freq_m_3.75,xy_e_freq_m_4.00,xy_e_freq_m_4.25,xy_e_freq_m_4.50,xy_e_freq_m_4.75,xy_e_freq_e_0.00,xy_e_freq_e_0.25,xy_e_freq_e_0.50,xy_e_freq_e_0.75,xy_e_freq_e_1.00,xy_e_freq_e_1.25,xy_e_freq_e_1.50,xy_e_freq_e_1.75,xy_e_freq_e_2.00,xy_e_freq_e_2.25,xy_e_freq_e_2.50,xy_e_freq_e_2.75,xy_e_freq_e_3.00,xy_e_freq_e_3.25,xy_e_freq_e_3.50,xy_e_freq_e_3.75,xy_e_freq_e_4.00,xy_e_freq_e_4.25,xy_e_freq_e_4.50,xy_e_freq_e_4.75,xy_e_freq_p1,xy_e_freq_p2,xy_e_freq_p3,xy_e_freq_p4,t_freq_m_0.00,t_freq_m_0.25,t_freq_m_0.50,t_freq_m_0.75,t_freq_m_1.00,t_freq_m_1.25,t_freq_m_1.50,t_freq_m_1.75,t_freq_m_2.00,t_freq_m_2.25,t_freq_m_2.50,t_freq_m_2.75,t_freq_m_3.00,t_freq_m_3.25,t_freq_m_3.50,t_freq_m_3.75,t_freq_m_4.00,t_freq_m_4.25,t_freq_m_4.50,t_freq_m_4.75,t_freq_e_0.00,t_freq_e_0.25,t_freq_e_0.50,t_freq_e_0.75,t_freq_e_1.00,t_freq_e_1.25,t_freq_e_1.50,t_freq_e_1.75,t_freq_e_2.00,t_freq_e_2.25,t_freq_e_2.50,t_freq_e_2.75,t_freq_e_3.00,t_freq_e_3.25,t_freq_e_3.50,t_freq_e_3.75,t_freq_e_4.00,t_freq_e_4.25,t_freq_e_4.50,t_freq_e_4.75,t_freq_p1,t_freq_p2,t_freq_p3,t_freq_p4,z_dwt_ar_-0,z_dwt_ar_-1,z_dwt_ar_-2,z_dwt_ar_-3,z_dwt_ar_-4,z_dwt_ar_-5,z_dwt_ar_-6,z_dwt_ar_-7,z_dwt_ar_-8,z_dwt_ar_-9,z_dwt_norm_-0,z_dwt_norm_-1,z_dwt_norm_-2,z_dwt_norm_-3,z_dwt_norm_-4,z_dwt_norm_-5,z_dwt_norm_-6,z_dwt_norm_-7,z_dwt_norm_-8,z_dwt_norm_-9,z_dwt_avg_-0,z_dwt_avg_-1,z_dwt_avg_-2,z_dwt_avg_-3,z_dwt_avg_-4,z_dwt_avg_-5,z_dwt_avg_-6,z_dwt_avg_-7,z_dwt_avg_-8,z_dwt_avg_-9,label
-5.494333678161703E-5,0.014745804046790495,0.003937823650595067,0.007532325409636806,2.1707935786162273E-4,4.372298163539227E-4,0.05177896919464935,0.038422673783814226,2.042565408835161,0.015455184733913373,0.23214948030595925,56,52,56,0.029995619988203007,0.015877539172925385,1.31087112425,0.829559892167226,6.612913853885456E-4,5.820810742632025E-4,0.004769034629157066,0.004769034629157066,0.0029621637728824866,0.002620304878915646,0.0049353227797006355,0.0049353227797006355,0.004867555300879744,0.004867555300879744,0.0053951646332346245,0.0053951646332346245,0.005651245486906501,0.005651245486906501,0.005041749770468335,0.005041749770468335,0.00534778096265768,0.00534778096265768,5.972643014758097E-4,9.058619891955482E-5,9.058619891955482E-5,8.836371630467864E-5,0.03398364839925996,0.055359942152903435,0.034386614540189694,0.019936364156991588,0.05676494904616881,0.06712496326434104,0.06965558997089949,0.10857395230186373,0.11678177260230446,0.09431266452144016,0.08437090262913724,0.06936471129981113,0.05311566891821144,0.045513334694097025,0.0516576255559186,0.038470952123700684,4.699899542729394E-4,5.292412480664448E-5,5.403438839381323E-5,4.939535528798247E-5,0.6666666666666666,1.4166666666666667,2.8333333333333335,3.75,0.007875647301190133,0.003573348281370835,0.0017205576827953866,0.0017205576827953866,0.0024789372140747307,0.0024789372140747307,0.0011680317991643696,9.714870590541379E-4,0.0016531563913938544,0.0016531563913938544,0.001338256633871841,0.0013368408039231906,0.0013368408039231906,0.0011283708349201006,0.0011283708349201006,0.0014282561102794253,0.0017304552673217193,0.0017304552673217193,0.001267010213623572,0.0012416519478816203,0.38424869020461033,0.11913570511624748,0.03556871591879087,0.03852550510977791,0.06382657303883217,0.054623718984379455,0.01721319908933326,0.010852217512515638,0.025943344530118397,0.033703294364834185,0.022388163019138454,0.020049933035865598,0.019616312920468667,0.017755310333069086,0.011789153002892934,0.02026341244540096,0.0396560882934038,0.032771833649778634,0.019574718992173966,0.01249411043836816,1.25,2.25,3.1666666666666665,4.416666666666667,0.10355793838929866,0.020181893652353056,0.009673240358618766,0.008188479515728217,0.012951625091100203,0.012951625091100203,0.006965695314306375,0.004450223347610239,0.00861254581612986,0.00861254581612986,0.006016788237716432,0.005880411501315061,0.006214666272920238,0.0066138935516434315,0.0066138935516434315,0.009471949762372088,0.009471949762372088,0.00723494507545034,0.005530189067368296,0.004120699746106065,0.7419271269433365,0.05817403803452351,0.016345030362390656,0.015969413460690703,0.025269671932396827,0.021578899056174397,0.006454288578174394,0.0027701387340073884,0.011867988204685659,0.015361521677360185,0.009794886175785639,0.008685523682269781,0.007910543220010875,0.007688244323111287,0.004691229737174654,0.012875187392059157,0.01720301112429899,0.008538423918831705,0.004666615295361934,0.00222821814735567,0.5833333333333334,1.25,2.4166666666666665,4.083333333333333,0.0018533399990996204,0.001855402975001838,0.009484119848001146,0.06292859053682674,0.17097489792912685,0.33794620832895295,0.6540939709540672,0.9032385981503718,0.9795840285582144,1.0000000000000002,0.0018533399990996204,2.0629759022175473E-6,0.007628716872999307,0.053444470688825595,0.1080463073923001,0.16697131039982607,0.31614776262511424,0.24914462719630454,0.07634543040784264,0.020415971441785787,-0.012349780348271836,4.120299270858321E-4,0.0024009829089388472,0.020300063699832845,1.2107407549160785E-4,0.005395692939486081,-0.00617589586483089,-1.2800912005488484E-4,-3.533615634036103E-5,-1.1873538335188411E-5,ZITTEN
