z_mean,z_stddev,xy_e_mean,xy_e_stddev,z_e_mean,z_e_stddev,t_mean,t_stddev,z_kurt,corr_z_xy_e,corr_z_e_xy_e,mcr_z,mcr_t,zcr_z,z_peak_mean,z_peak_stddev,z_peak_d_mean,z_peak_d_stddev,angle_mean,angle_stddev,z_freq_m_0.00,z_freq_m_0.42,z_freq_m_0.83,z_freq_m_1.25,z_freq_m_1.67,z_freq_m_2.08,z_freq_m_2.50,z_freq_m_2.92,z_freq_m_3.33,z_freq_m_3.75,z_freq_m_4.17,z_freq_m_4.58,z_freq_e_0.00,z_freq_e_0.42,z_freq_e_0.83,z_freq_e_1.25,z_freq_e_1.67,z_freq_e_2.08,z_freq_e_2.50,z_freq_e_2.92,z_freq_e_3.33,z_freq_e_3.75,z_freq_e_4.17,z_freq_e_4.58,z_freq_p1,z_freq_p2,z_freq_p3,z_freq_p4,xy_e_freq_m_0.00,xy_e_freq_m_0.42,xy_e_freq_m_0.83,xy_e_freq_m_1.25,xy_e_freq_m_1.67,xy_e_freq_m_2.08,xy_e_freq_m_2.50,xy_e_freq_m_2.92,xy_e_freq_m_3.33,xy_e_freq_m_3.75,xy_e_freq_m_4.17,xy_e_freq_m_4.58,xy_e_freq_e_0.00,xy_e_freq_e_0.42,xy_e_freq_e_0.83,xy_e_freq_e_1.25,xy_e_freq_e_1.67,xy_e_freq_e_2.08,xy_e_freq_e_2.50,xy_e_freq_e_2.92,xy_e_freq_e_3.33,xy_e_freq_e_3.75,xy_e_freq_e_4.17,xy_e_freq_e_4.58,xy_e_freq_p1,xy_e_freq_p2,xy_e_freq_p3,xy_e_freq_p4,t_freq_m_0.00,t_freq_m_0.42,t_freq_m_0.83,t_freq_m_1.25,t_freq_m_1.67,t_freq_m_2.08,t_freq_m_2.50,t_freq_m_2.92,t_freq_m_3.33,t_freq_m_3.75,t_freq_m_4.17,t_freq_m_4.58,t_freq_e_0.00,t_freq_e_0.42,t_freq_e_0.83,t_freq_e_1.25,t_freq_e_1.67,t_freq_e_2.08,t_freq_e_2.50,t_freq_e_2.92,t_freq_e_3.33,t_freq_e_3.75,t_freq_e_4.17,t_freq_e_4.58,t_freq_p1,t_freq_p2,t_freq_p3,t_freq_p4,z_dwt_ar_-0,z_dwt_ar_-1,z_dwt_ar_-2,z_dwt_ar_-3,z_dwt_ar_-4,z_dwt_ar_-5,z_dwt_ar_-6,z_dwt_ar_-7,z_dwt_ar_-8,z_dwt_ar_-9,z_dwt_norm_-0,z_dwt_norm_-1,z_dwt_norm_-2,z_dwt_norm_-3,z_dwt_norm_-4,z_dwt_norm_-5,z_dwt_norm_-6,z_dwt_norm_-7,z_dwt_norm_-8,z_dwt_norm_-9,z_dwt_avg_-0,z_dwt_avg_-1,z_dwt_avg_-2,z_dwt_avg_-3,z_dwt_avg_-4,z_dwt_avg_-5,z_dwt_avg_-6,z_dwt_avg_-7,z_dwt_avg_-8,z_dwt_avg_-9,z_hmm_model-LiftAD,label
0.06913349788102385,3.930568141311492,18.464390182159132,18.323398916905738,15.438711422040612,22.391549592831947,5.271353548609089,2.4742775315505594,0.13500452122979967,-0.17238168858810396,-0.15305575189425424,115,188,115,9.312241865551815,0.48139508083889254,1.0415523753529412,0.020893542471013136,0.04204491714599984,0.018986161450535905,0.13826699576204762,1.1223032597443103,1.1223032597443103,2.3949573818437986,2.3949573818437986,2.239021290549344,2.239021290549344,1.5758830729594244,1.0439851592087956,1.0439851592087956,0.02345940092047626,0.02137040873564192,8.438566503726903E-4,0.02590120667015351,0.028866280278884406,0.1813200697400131,0.19218121685887785,0.17730019900463775,0.2277586521460861,0.07042853587374356,0.050407379231646475,0.04476059987600209,1.255879716094767E-4,1.0641569797268731E-4,0.949050949050949,1.898101898101898,2.8471528471528473,3.796203796203796,36.928780364318264,1.9605585076067478,1.9605585076067478,8.761615595652259,8.761615595652259,8.636323630187057,8.636323630187057,7.167166127072091,2.974735746594502,2.974735746594502,4.344209865809081,4.344209865809081,0.575287013409524,0.004302898100102415,0.0037416598136347894,0.06231632812555529,0.06496669875707416,0.08035420156402237,0.10777962997094083,0.0333393252336041,0.012122403280355881,0.01055473854943653,0.02175451794842601,0.02348058524732357,1.898101898101898,2.8471528471528473,3.8461538461538463,4.845154845154845,10.542707097218168,1.9202798749603012,1.9202798749603012,0.6732395121640196,0.6732395121640196,0.9081062097087003,0.9081062097087003,0.7479951798029258,0.26244971814784723,0.26244971814784723,0.2805204075658587,0.2805204075658587,0.8661051163839638,0.03231032605185654,0.03268450824201119,0.008857457736001117,0.009010143246610298,0.0161892166409568,0.021271785107452593,0.005990424994930715,0.0016599164611410793,0.001699854746654767,0.0020156533495493774,0.0022055970388718113,0.949050949050949,1.898101898101898,2.8471528471528473,5.794205794205794,7.070328027970257E-4,0.0010348627941496268,0.001983472317925819,0.0030013186301387717,0.03224794429978736,0.16188401636278632,0.5775754418538664,0.8709446939965245,0.972768845825381,1.0000000000000002,7.070328027970257E-4,3.27829991352601E-4,9.486095237761922E-4,0.0010178463122129525,0.029246625669648592,0.12963607206299899,0.41569142549108,0.2933692521426581,0.1018241518288565,0.027231154174619118,2.375327462454365,-1.617439516344827,-1.3746363346795705,-0.09648766167573897,0.6459322798146699,0.2131573229334474,-0.9419066583996233,0.04390422560284177,0.013847282256493142,0.004767009080799089,NaN,Wandelen
