"Start","End","Label","Prediction"
"17602.532897949","17603.032897949","liftau","Lopen"
"17603.032897949","17603.532897949","liftau","Lopen"
"17603.532897949","17604.032897949","liftau","Lopen"
"17604.032897949","17604.532897949","liftau","Lopen"
"17604.532897949","17605.032897949","liftau","Lopen"
"17605.032897949","17605.532897949","liftau","Lopen"
"17605.532897949","17606.032897949","Ruis","Lopen"
"17606.032897949","17606.532897949","Ruis","Lopen"
"17606.532897949","17607.032897949","Ruis","Ruis"
"17607.032897949","17607.532897949","Nietsdoen","Ruis"
"17607.532897949","17608.032897949","Nietsdoen","Ruis"
"17608.032897949","17608.532897949","Nietsdoen","Ruis"
"17608.532897949","17609.032897949","Ruis","Ruis"
"17609.032897949","17609.532897949","Ruis","Ruis"
"17609.532897949","17610.032897949","Wandelen","Ruis"
"17610.032897949","17610.532897949","Wandelen","Ruis"
"17610.532897949","17611.032897949","Wandelen","Ruis"
"17611.032897949","17611.532897949","Wandelen","Ruis"
"17611.532897949","17612.032897949","Wandelen","Tandenpoetsen"
"17612.032897949","17612.532897949","Wandelen","Tandenpoetsen"
"17612.532897949","17613.032897949","Wandelen","Tandenpoetsen"
"17613.032897949","17613.532897949","Wandelen","Tandenpoetsen"
"17613.532897949","17614.032897949","Wandelen","Tandenpoetsen"
"17614.032897949","17614.532897949","Wandelen","Tandenpoetsen"
"17614.532897949","17615.032897949","Wandelen","Tandenpoetsen"
"17615.032897949","17615.532897949","Wandelen","Tandenpoetsen"
"17615.532897949","17616.032897949","Wandelen","Tandenpoetsen"
"17616.032897949","17616.532897949","Wandelen","Tandenpoetsen"
"17616.532897949","17617.032897949","Wandelen","Tandenpoetsen"
"17617.032897949","17617.532897949","Wandelen","Tandenpoetsen"
"17617.532897949","17618.032897949","Wandelen","Tandenpoetsen"
"17618.032897949","17618.532897949","Wandelen","Tandenpoetsen"
"17618.532897949","17619.032897949","Wandelen","Tandenpoetsen"
"17619.032897949","17619.532897949","Wandelen","Tandenpoetsen"
"17619.532897949","17620.032897949","Wandelen","Tandenpoetsen"
"17620.032897949","17620.532897949","Wandelen","Tandenpoetsen"
"17620.532897949","17621.032897949","Wandelen","Tandenpoetsen"
"17621.032897949","17621.532897949","Wandelen","Tandenpoetsen"
"17621.532897949","17622.032897949","Wandelen","Tandenpoetsen"
"17622.032897949","17622.532897949","Wandelen","Tandenpoetsen"
"17622.532897949","17623.032897949","Wandelen","Tandenpoetsen"
"17623.032897949","17623.532897949","Wandelen","Tandenpoetsen"
"17623.532897949","17624.032897949","Wandelen","Tandenpoetsen"
"17624.032897949","17624.532897949","Wandelen","Tandenpoetsen"
"17624.532897949","17625.032897949","Wandelen","Tandenpoetsen"
"17625.032897949","17625.532897949","Wandelen","Tandenpoetsen"
"17625.532897949","17626.032897949","Wandelen","Tandenpoetsen"
"17626.032897949","17626.532897949","Wandelen","Tandenpoetsen"
"17626.532897949","17627.032897949","Wandelen","Nietsdoen"
"17627.032897949","17627.532897949","Wandelen","Nietsdoen"
"17627.532897949","17628.032897949","Wandelen","Nietsdoen"
"17628.032897949","17628.532897949","Wandelen","Nietsdoen"
"17628.532897949","17629.032897949","Wandelen","Nietsdoen"
"17629.032897949","17629.532897949","Wandelen","Nietsdoen"
"17629.532897949","17630.032897949","Wandelen","Nietsdoen"
"17630.032897949","17630.532897949","Wandelen","Nietsdoen"
"17630.532897949","17631.032897949","Wandelen","Nietsdoen"
"17631.032897949","17631.532897949","Wandelen","Nietsdoen"
"17631.532897949","17632.032897949","Wandelen","Ruis"
"17632.032897949","17632.532897949","Wandelen","Ruis"
"17632.532897949","17633.032897949","Wandelen","Ruis"
"17633.032897949","17633.532897949","Wandelen","Ruis"
"17633.532897949","17634.032897949","Wandelen","Ruis"
"17634.032897949","17634.532897949","Wandelen","Ruis"
"17634.532897949","17635.032897949","Ruis","Ruis"
"17635.032897949","17635.532897949","Ruis","Ruis"
"17635.532897949","17636.032897949","Ruis","Ruis"
"17636.032897949","17636.532897949","Ruis","Ruis"
"17636.532897949","17637.032897949","Ruis","Nietsdoen"
"17637.032897949","17637.532897949","Ruis","Nietsdoen"
"17637.532897949","17638.032897949","Ruis","Nietsdoen"
"17638.032897949","17638.532897949","Wandelen","Nietsdoen"
