xy_e_freq_m_1.25,z_freq_m_1.88,z_dwt_ar_-7,z_dwt_ar_-6,z_dwt_ar_-9,z_dwt_ar_-8,z_dwt_ar_-3,z_dwt_ar_-2,z_dwt_ar_-5,z_dwt_ar_-4,t_freq_e_3.75,z_freq_m_2.50,z_dwt_ar_-0,z_freq_e_3.75,t_freq_m_0.00,z_dwt_ar_-1,z_e_stddev,xy_e_freq_e_3.75,xy_e_stddev,xy_e_freq_e_3.13,z_freq_m_3.75,t_freq_m_2.50,z_peak_stddev,xy_e_freq_p3,z_freq_e_1.25,mcr_t,xy_e_freq_p4,z_peak_mean,xy_e_freq_p1,xy_e_freq_p2,xy_e_freq_m_0.63,mcr_z,zcr_z,t_freq_m_1.25,t_freq_e_0.00,xy_e_freq_m_2.50,t_freq_m_4.38,z_e_mean,xy_e_freq_m_1.88,xy_e_freq_m_4.38,xy_e_freq_e_0.63,t_freq_e_2.50,t_freq_m_3.13,t_freq_m_0.63,corr_z_e_xy_e,z_freq_e_4.38,t_freq_e_0.63,z_dwt_avg_-5,z_dwt_avg_-6,z_freq_p4,z_dwt_avg_-7,z_freq_p3,z_dwt_avg_-8,z_freq_p2,t_freq_e_1.88,z_dwt_avg_-9,z_freq_p1,z_dwt_avg_-0,z_dwt_avg_-1,corr_z_xy_e,z_dwt_avg_-2,z_peak_d_mean,z_dwt_avg_-3,z_dwt_avg_-4,z_dwt_norm_-8,z_dwt_norm_-7,z_dwt_norm_-6,t_freq_e_4.38,z_dwt_norm_-5,z_dwt_norm_-9,z_dwt_norm_-0,xy_e_freq_e_1.88,t_freq_m_3.75,z_dwt_norm_-4,z_dwt_norm_-3,z_dwt_norm_-2,z_dwt_norm_-1,xy_e_freq_e_0.00,z_mean,z_freq_e_2.50,z_freq_m_0.00,t_freq_e_1.25,xy_e_freq_m_3.13,t_mean,z_freq_e_3.13,z_freq_m_3.13,t_stddev,xy_e_mean,z_peak_d_stddev,z_freq_m_4.38,z_kurt,z_freq_m_1.25,z_freq_e_0.63,t_freq_p1,t_freq_p3,t_freq_p2,z_freq_m_0.63,xy_e_freq_e_1.25,angle_mean,z_freq_e_1.88,xy_e_freq_m_0.00,xy_e_freq_e_4.38,z_freq_e_0.00,angle_stddev,xy_e_freq_e_2.50,t_freq_p4,xy_e_freq_m_3.75,t_freq_e_3.13,t_freq_m_1.88,z_stddev,label
5.081739297627582E-4,0.01905611436025439,1.0,0.9974867800464948,0.0,0.0,0.9187666221061124,0.7679382350005536,0.9879053054016972,0.9509806235127732,0.001442664294758484,0.014466847134942678,0.4328354311303106,0.0011815300021043643,0.22617981022406147,0.5712403799035363,0.023361037051162586,0.04250768781599179,8.168898781099956E-4,0.02973034314476838,0.005113749141921627,0.016694842007727077,0.2371460307890811,4.838709677419355,0.027111526323144057,6,0.0,0.09071615224965603,1.6129032258064515,2.620967741935484,5.081739297627582E-4,5,5,0.016009015904331146,0.9371399921688628,4.321254168748968E-4,0.003230687310839831,0.01885131616866252,4.321254168748968E-4,2.3775694056894198E-4,0.1220080624703436,0.009578644328934769,0.008011877156578303,0.021931677231114412,0.055558349653027556,5.698103558556094E-5,0.018144663108409287,0.007255477445201412,0.002604731724158712,0.0,9.228307512556843E-4,0.0,0.0,2.217741935483871,0.01647596059530099,0.0,0.6048387096774194,1.0673948089683662,0.6035864668307978,-0.18514591838750172,-0.06288650019782066,2.276000256,0.039429229868056005,0.04051944903288323,0.0,0.0025132199535052332,0.009581474644797574,3.7156660086280557E-4,0.03692468188892395,0.0,0.4328354311303106,0.10253405775949903,0.005812923553737155,0.03221400140666088,0.15082838710555882,0.19669785509701726,0.13840494877322565,0.45807641240064384,7.512263195585221E-4,0.015955820404856675,0.16961530645816789,0.013973251906943353,2.2628048239365262E-4,0.11308990511203079,0.004769214424431714,0.008905208829480614,0.08189217344841314,6.172968962385461E-4,0.0,8.837306928466715E-4,-0.47357894113816723,0.01905611436025439,0.04077520242009409,0.6048387096774194,0.0,2.620967741935484,0.03531646816220485,0.1206546622703179,7.081770251690978E-4,0.036040912249203604,0.0012345937924770922,0.03169895391671697,0.87410881314058,0.00159414317147252,0.09278982022171837,0.0,2.3775694056894198E-4,0.002873256995927738,0.016694842007727077,0.1375756906615037,LiftAU
0.0057140081043913,0.028186093624470002,1.0,0.997509227247839,0.0,0.0,0.9104998538854459,0.822515659884782,0.988183805668122,0.9477326647416225,0.008635481886639691,0.028186093624470002,0.33034519959973657,0.0019200102536073625,0.3860587836824001,0.4319466267313712,0.022969567750941226,0.05517691891060462,0.024936371413364248,0.06652789366978404,0.008040351867048665,0.04258141363105346,0.13927487997777235,4.444444444444445,0.022505613250900253,18,0.0,0.1126086940632679,0.6666666666666666,2.6666666666666665,0.011238978576457353,8,10,0.02286950845900784,0.9173151668963133,0.011431698435892488,0.015572062122343784,0.025162392997479414,0.011431698435892488,0.006939543623159139,0.09902558133816827,0.01960415342583443,0.02587078486786994,0.03480402014375677,0.18366714703825215,5.729910194671285E-5,0.01582781074049812,0.00689898722146282,0.0025229163518951684,0.0,8.970067743056739E-4,0.0,0.0,3.111111111111111,0.018601757874289512,0.0,0.8888888888888888,1.117725627092876,0.6198707055137842,0.12523517734761044,0.354671190700237,1.077718099,9.158759532709795E-4,0.0661711809672771,0.0,0.0024907727521611125,0.00932542157971687,0.00350620321435024,0.040451140926499506,0.0,0.33034519959973657,0.08519810644808867,0.02587078486786994,0.03723281085617665,0.08798419400066383,0.3905690331534109,0.10160142713163461,0.543016128436009,0.007799891621182952,0.04233329677064436,0.20430789451147102,0.005296666780622386,0.007698524438808795,0.19302939184120008,0.018639326401063302,0.0228313703814151,0.08320825816461846,0.01899079572510819,0.4331344812871354,0.0011850533872945312,-1.2275028126442866,0.023552431466235348,0.027648436696993465,0.8888888888888888,3.7777777777777777,2.6666666666666665,0.026040054513963597,0.027298096219116417,0.0019254855857160358,0.039402810448120676,0.037981591450216394,0.023159452698480416,0.8474932070767238,9.795770552812409E-4,0.10059782227974855,0.0,0.007698524438808795,0.011212759181452396,0.04258141363105346,0.15878795672272508,LiftAU
0.013882821700210027,0.040892043563557585,1.0000000000000002,0.9978623120162624,0.0,0.0,0.9150654593429451,0.8539810467266188,0.9899359099199327,0.976269463092765,0.003195254433120025,0.040892043563557585,0.022091855424389305,0.00513122378541823,0.48910513505857733,0.755053599897763,0.04818084785450986,0.048709158062004265,0.026570810408905465,0.0539085473014168,0.02256618899816253,0.034699067473076654,0.3515819879856707,4.666666666666667,0.008995917673697666,8,0.0,0.08956367942552831,1.3333333333333333,3.3333333333333335,0.017600645044473402,1,1,0.04447923827688886,0.904588199668162,0.009356557156759801,0.02059864324756561,0.04977964485514205,0.011364401710307217,0.011106204630770906,0.13786618677668394,0.008592228326251164,0.034699067473076654,0.12427823588169172,0.010589850230698594,1.4618350413269014E-4,0.06354333419345717,0.012035992027359534,0.0040324267648547485,0.0,0.0014123722977348152,4.0,0.0,2.6666666666666665,0.004121404382732505,0.0,1.3333333333333333,0.3969621225662603,2.286512747476001,0.04161069653354862,0.1511641454465381,1.512237549,0.08479035919419105,-0.030665372922201783,0.0,0.002137687983737691,0.007926402096329567,0.002353384806175657,0.013666446827167781,0.0,0.022091855424389305,0.0449979022736541,0.02059864324756561,0.061204003749819956,0.06108441261632624,0.09892744682885586,0.7329617444733737,0.5300805349268,0.013886401978161747,0.03517525321393703,0.3041062390027637,0.007294666085794961,0.009356557156759801,0.24455256752928856,0.02323128968842549,0.035268188254607556,0.10596529991730154,0.021180100584678473,0.0,0.003016730801063614,-1.1311498505061424,0.02538171041166589,0.020607205450884902,1.3333333333333333,0.0,3.3333333333333335,0.03342096712490929,0.09009061678579044,0.0026496100974386302,0.018740055754704752,0.042360201169356924,0.05103465862004579,0.8879728709287991,0.0019421838655911724,0.04331239525360466,0.0,0.011106204630770906,0.006311528104306436,0.03313331915885512,0.22342696814816732,LiftAU
0.005986580480601618,0.008699496635982053,1.0,0.9993436269093744,0.0,0.0,0.9403448377362792,0.8837996753764726,0.9967710278357673,0.9878334230321912,0.0051713759070616564,0.0077898231250196825,0.5004250343161195,0.0011628296423532017,0.2848515131564932,0.5328294328282721,0.02310749198252028,0.06035215131529862,0.018258552649477518,0.03685608386324252,0.0067325990127520855,0.009003650999024452,0.18847057992205174,4.424778761061947,0.00910818473513987,6,5.530973451327434,0.05139158280504799,0.6637168141592921,1.5486725663716814,0.009571922850189511,4,4,0.01626337145955177,0.9041048844198565,0.0026953620951800056,0.011020166611964364,0.021003468162397454,0.00291747703430711,0.003873910204290982,0.24713099604814884,0.0014655981899380065,0.011278200534439684,0.06028794770907234,-0.188278784871838,2.1627213977741784E-5,0.07297087687091093,0.0031560991361062668,0.0011370686213410509,0.0,4.0347793064825894E-4,0.0,0.0,0.0,0.002486418886923175,0.0,0.6637168141592921,1.1435150297218086,0.29098750819363595,-0.14780043285079558,-0.2117407514054401,1.2872161865,0.0447475245633012,0.026900570536946278,0.0,6.56373090625542E-4,0.002572599073607001,0.0040601255688781715,0.008937604803576148,0.0,0.5004250343161195,0.020918153041176342,0.011278200534439684,0.04748858529591209,0.05654516235980656,0.35097024254820053,0.03240439851215263,0.4831716241784507,0.0017858371283292563,0.002804310271699507,0.19128486814393672,0.007114067997077814,0.0035861326459659055,0.1424257565782464,0.0015772180281977358,0.0067325990127520855,0.08427009194809919,0.00635165403339002,0.12690719547254034,6.73744694006937E-4,-0.8037831058881437,0.013241237520005451,0.08244585370345701,0.6637168141592921,0.0,0.0,0.05275555240514736,0.07756578846789391,8.426060321586365E-4,0.004693229786044255,0.012703308066780031,0.0565639293007462,0.8981867466191306,7.54781894675789E-4,0.017441273785042836,0.0,0.003873910204290982,0.0026266521593538536,0.011027643044507946,0.1452364056332001,LiftAU
0.003319948742361899,0.00896018046126198,1.0,0.9993860871855159,0.0,0.0,0.9697301975772814,0.8843949041875935,0.9970092042173015,0.9905777336235299,0.00313933509587859,0.009904729066742057,0.5609145321548538,0.0033217545722554827,0.2647585674847314,0.5686501123898872,0.0222787629810093,0.06333728370549405,0.010091218230461179,0.09056026506190434,0.012027322047733793,0.015551442702657283,0.19174399959782368,3.110047846889952,0.005403188695250131,9,4.0669856459330145,0.1490809991576987,0.9569377990430622,1.9138755980861244,0.0040784214898065664,6,4,0.01404665993139005,0.9489044612833369,0.0031767019745591396,0.005418357516714714,0.020386682188797703,0.003319948742361899,0.0019511006521740434,0.1349670817573038,0.007925191097591749,0.014912334417103733,0.031068115072442677,-0.13921116092387137,3.2668569823388E-5,0.018734470840726818,-3.3179571870781046E-4,-6.656938389863499E-5,0.0,-2.00586690176473E-5,0.0,0.0,3.827751196172249,0.008403886230066923,0.0,0.7177033492822966,1.1526026737014496,-0.13535606624724628,-0.19756847904837035,-0.09916658020462432,2.799621632,0.01865184702823611,-0.008953911577647236,0.0,6.139128144840354E-4,0.002376882968214342,0.001290647537745463,0.00643147059377162,0.0,0.5609145321548538,0.14141208368923355,0.01161300342968175,0.02084753604624841,0.08533529338968805,0.31574479179770626,0.007735580235033462,0.32487534375368676,0.011556468634190985,0.0037976281321077357,0.1894783687146452,0.005416037436734293,0.0030584346919702208,0.13237928374236566,0.005595907109427074,0.012027322047733793,0.08076101685978143,0.003628727042324865,0.0,7.692314059268966E-4,-0.8023240441126176,0.009466053012068175,0.08363969208417622,0.9569377990430622,3.588516746411483,2.6315789473684212,0.058680476809182126,0.10327613702259777,0.007622055912259223,0.0036887799833614956,0.007257454084649731,0.03478607639722462,0.8945203808535983,0.01048874939243903,0.10678572861255516,0.0,0.0030047712748402424,0.006185970477919284,0.015551442702657283,0.14265518230992272,LiftAU
7.681928859448534E-4,0.010806477534977535,1.0,0.9988583555062993,0.0,0.0,0.9337557692271994,0.9037587084182978,0.9945156891151675,0.9799096395106817,9.51592566628235E-4,0.010962771743621568,0.5336021086379719,0.0017937376198917706,0.2623749227369531,0.5859755214761504,0.02326175816266907,0.04080735734721142,0.0021495134870101657,0.045414555948873385,0.009109117962014534,0.012463670261110648,0.23387099370733164,2.8846153846153846,0.008036413593189453,8,3.8461538461538463,0.09957394444645955,0.9615384615384616,1.9230769230769231,0.001027947509921042,4,3,0.01322013125536312,0.9613176806973787,7.351379171694082E-4,0.0022028934255303367,0.021317687111523223,7.681928859448534E-4,4.652242850180021E-4,0.0856777913901044,0.0042221710381900625,0.012463670261110648,0.039615693971439526,-0.19067376728131027,3.21171863189136E-5,0.02154857598706582,0.003932099369063115,0.0014018011743174364,0.0,4.966336089963533E-4,0.0,0.0,0.0,0.004307728925987267,0.0,0.7211538461538461,1.1349628467038064,0.3555726217707123,0.1931455783926216,-0.17686685681626518,1.551025408,0.002207183125200289,0.021771048420352553,0.0,0.0011416444937008131,0.004342666391131706,1.748533326347065E-4,0.014606049604485843,0.0,0.5336021086379719,0.08038040760267531,0.005692873873356834,0.04615387028348228,0.02999706080890164,0.3177831869421473,0.052373412838178604,0.6104540093338914,0.006148733514109552,0.006649928106128463,0.1958600657975867,0.003649594443158176,7.879662235210799E-4,0.13118746136847667,0.006223575744005618,0.010962771743621568,0.07655981951280245,0.0017256890362506048,0.0,5.594777533579806E-4,-0.8296033261503961,0.010806477534977535,0.07300783628827376,0.9615384615384616,0.0,2.1634615384615383,0.05426773521759678,0.06153983582050328,0.003338943411933128,0.007483212572344691,0.0034513780725012096,0.02176737316069479,0.8967731788898474,0.0019043291996160984,0.053958669396045926,0.0,7.879662235210799E-4,0.0038278030089571704,0.01322013125536312,0.14622818312917468,LiftAU
7.44278436619247E-4,0.016644639164394348,0.9999999999999997,0.9992879758036429,0.0,0.0,0.9515431804756284,0.8288525663365854,0.9965014288483268,0.9845233913695995,1.7766054636579771E-4,0.012425457916245115,0.015616447067700467,6.466005293056733E-4,0.3906389009975862,0.6846132671656711,0.05509871870838341,0.016652798051138916,0.0017247049593312103,0.056047525549148644,0.007263296190615283,0.01937871807031211,0.17352540683557277,0.0,0.026894472136490898,6,0.0,0.25743951629318346,2.0,3.5,7.156346484119375E-4,4,4,0.01744667858835483,0.9144581073098833,0.0010495924942139367,0.004531551327696205,0.05015281028769198,7.44278436619247E-4,3.6211364629936625E-4,0.031620359338327075,0.005111801001632306,0.018529091486197944,0.106170301547757,0.14663759104185253,1.174717344655017E-6,0.06749352274423306,0.006375253367323088,0.002285922385379421,0.0,8.104091081598027E-4,3.25,0.0,2.25,0.004668712232082375,0.0,1.25,0.3789463752784019,2.480268326434655,0.33353264229027785,-0.06204250384447357,1.421020508,-0.005803936980039698,0.020168739405989573,0.0,7.120241963567319E-4,0.002786546955316158,2.5437697610064503E-4,0.011978037478727312,0.0,0.015616447067700467,0.05044844158080883,0.0038054366710385213,0.032980210893971316,0.12269061413904295,0.14423929917091433,0.6689968200979707,0.71435646369155,0.0077826146718952575,0.003279873827642687,0.2304790882052907,0.005179374719196718,0.0010495924942139367,0.195319450498793,0.0021741927910779797,0.012425457916245115,0.11945449430628502,0.0021949067843789263,0.0,1.6386204493891104E-4,-0.8444959311629958,0.0342750054809565,0.03328169785495804,0.75,0.0,3.5,0.0342750054809565,0.048847668843305526,0.0012683348303985564,0.004858871786615837,0.004389813568757855,0.011994256154127237,0.9288631163565643,0.0012366808546069973,0.07003248679159374,0.0,4.657602078432526E-4,0.0026564444705060976,0.01937871807031211,0.22437459972458693,LiftAU
7.804245146536135E-4,0.007171714779102603,1.0,0.9994607655847415,0.0,0.0,0.9589691155969147,0.8461149204326022,0.9973275601626076,0.9889699867122376,2.8023703668790816E-4,0.007427682786150549,0.025640017711069288,2.7151764038095694E-5,0.3503846916740459,0.6125427073855788,0.05458880513204409,0.00947289357607235,0.0016822481559798591,0.04270713555648569,0.0010273348084047342,0.009271123257550773,0.0,0.0,0.0023942501799795904,4,0.0,0.0,1.7777777777777777,3.3333333333333335,7.804245146536135E-4,1,1,0.011734034971533067,0.9230385247682306,7.87202763744211E-4,0.002824349509898292,0.04486132690327409,6.877838905302232E-4,2.0114611110254576E-4,0.06815161482898434,9.95961331400026E-4,0.005641043354853366,0.09607689385251046,0.33360345132098335,5.589991699119693E-6,0.0704236337628462,0.010247639190790515,0.003562148905076336,0.0,0.0012559175103666964,0.0,0.0,0.0,0.002329660862219536,0.0,0.6666666666666666,0.49347766519903813,2.3609750127354205,0.4473931933152987,0.13176717069250382,0.0,0.0805132018139765,0.025067762832290987,0.0,5.392344152584991E-4,0.002133205422133798,7.795173133292426E-5,0.008357573450370111,0.0,0.025640017711069288,0.03346256427770707,0.005227173798465159,0.03000087111532289,0.11285419516431262,0.23357221304702339,0.5869026896745094,0.7344037424807961,3.562172513883906E-4,0.0013861665979316045,0.23576681758569368,0.0024187021284662025,7.87202763744211E-4,0.175192345837023,7.694902316709064E-4,0.007427682786150549,0.1280317095532089,0.0021502959270505847,0.0,3.977605978922863E-4,-0.5283539864348348,0.011058301026151926,0.030668286751635528,0.6666666666666666,0.0,0.0,0.04907214472038986,0.062368405081856836,8.206626829556841E-4,0.0013996378920498596,0.004300591854101171,0.005104186188064749,0.9633494265909953,8.315271656478318E-4,0.044329458010032886,0.0,3.700805181862562E-4,4.3532837881658424E-4,0.011734034971533067,0.21227687869121686,LiftAU
0.0011062040966077662,0.020764226914136458,0.9999999999999999,0.9987124829479834,0.0,0.0,0.9349260630596148,0.7509499426498772,0.9936833579078268,0.9752953282237143,2.944791882298004E-4,0.018751682953085217,0.05660868638174947,7.499471126287786E-4,0.34913348255636967,0.6206921740115817,0.05393664685549304,0.05314553004514205,0.002218407411197146,0.046882277414901544,0.008058424907493417,0.01484591276150876,0.08806086327265772,5.05050505050505,0.03352575960326136,6,0.0,0.31328799942218544,1.0101010101010102,3.787878787878788,0.0011266886476819734,2,4,0.039625885395846334,0.8992650414400477,4.536638339864698E-4,0.002846437023483083,0.04452796224334751,4.7930425631051877E-4,7.217076325003639E-4,0.14769035755064797,0.0035119300728442193,0.013190569575572379,0.06922160673105286,0.014447956347062498,1.7055554350688338E-5,0.06865372075214564,0.006402038242135099,0.002312803107418064,0.0,8.196580398921234E-4,0.0,0.0,3.282828282828283,0.0061481861444652505,0.0,0.7575757575757576,0.6687524508666688,2.1110355237683156,0.04684448715026845,-0.27987883842071004,0.604217344,-0.09419824109017572,0.053474409598708916,0.0,0.0012875170520165204,0.005029125040156594,1.1361083134761558E-4,0.018388029684112538,0.0,0.05660868638174947,0.026605404232764873,0.005180569508379618,0.040369265164099506,0.18397612040973765,0.13025776863829544,0.5640834876298323,0.5631179493613271,0.0049228923595427245,0.00520163946907683,0.23907121157102312,0.020341602313075198,6.270602351604747E-4,0.1745667412781849,0.00513391392493719,0.018751682953085217,0.12540202561116306,0.0015918303787250758,0.0,8.240972367249993E-4,-0.587658947601974,0.03184886951491882,0.09203906520948818,0.7575757575757576,3.0303030303030303,2.0202020202020203,0.07457758165309476,0.07736085508939143,0.002403243343018065,0.007899944173583832,0.0031836607574501513,0.059462735837456364,0.8554326749526731,0.0011715755653298903,0.025734890468368615,0.0,6.270602351604747E-4,0.0016714292578443534,0.022799053538790484,0.21149381697751374,LiftAU
4.840007683359934E-4,0.02246642026378574,1.0000000000000002,0.9990154172339009,0.0,0.0,0.9336804437189125,0.820495081071152,0.9951519108969431,0.9818767465061019,4.377458009819203E-4,0.012583448300011365,0.05092491242693363,0.0017054912159990127,0.31985638001543115,0.3693962538020522,0.055453085135791065,0.029163654903498242,9.258167548920324E-4,0.027091734724791403,0.011740905392947507,0.011792348963029874,0.09506202091630744,4.222222222222222,0.029506646220616706,6,0.0,0.3144591591248656,1.3333333333333333,2.6666666666666665,4.840007683359934E-4,6,6,0.03497939259988848,0.879740415210453,4.500353592851922E-4,0.00420387813019431,0.04193153370500865,4.500353592851922E-4,1.798442933069824E-4,0.1288796827146411,0.0029894887325474266,0.011792348963029874,0.0778213318278586,-0.10996356878600055,6.584554510750634E-6,0.09430083508657824,0.001830207484361402,7.276497583372401E-4,0.0,2.6317476400121887E-4,0.0,0.0,1.5555555555555556,0.004693604835041199,0.0,0.6666666666666666,0.6582953656241357,1.6462312093734566,-0.11496191565273003,0.07180272320876147,0.619384766,0.0984683542500148,-0.012408963594600739,0.0,9.845827660993004E-4,0.003863506336957831,2.5010128192709075E-4,0.01327516439084111,0.0,0.05092491242693363,0.0879788874240078,0.005708956374466046,0.0481963027871894,0.11318536264776047,0.4510988272690997,0.31847134137511857,0.5367486237354262,0.002850984341445198,0.0029293416330721848,0.2121163554371281,0.01570989301837049,2.5663382708604265E-4,0.1599281900077156,0.0023611498571286904,0.011740905392947507,0.13118877818741054,7.794966852307024E-4,0.0,5.686434634007668E-4,-0.2876995192111611,0.036110476151595766,0.14406698307833585,0.8888888888888888,0.0,1.7777777777777777,0.09829665856156686,0.09444974322918323,0.0011559170928284056,0.008364218603569873,0.0015589933704614047,0.018556058875622713,0.8110595848367668,0.0013727588615696476,0.07713161439282915,0.0,2.5663382708604265E-4,0.0018779160341006707,0.01573890497312552,0.20520858572188894,LiftAU
