z_mean,z_stddev,xy_e_mean,xy_e_stddev,z_e_mean,z_e_stddev,t_mean,t_stddev,z_kurt,corr_z_xy_e,corr_z_e_xy_e,mcr_z,mcr_t,zcr_z,z_peak_mean,z_peak_stddev,z_peak_d_mean,z_peak_d_stddev,angle_mean,angle_stddev,z_freq_m_0.00,z_freq_m_1.25,z_freq_m_2.50,z_freq_m_3.75,z_freq_e_0.00,z_freq_e_1.25,z_freq_e_2.50,z_freq_e_3.75,z_freq_p1,z_freq_p2,z_freq_p3,z_freq_p4,xy_e_freq_m_0.00,xy_e_freq_m_1.25,xy_e_freq_m_2.50,xy_e_freq_m_3.75,xy_e_freq_e_0.00,xy_e_freq_e_1.25,xy_e_freq_e_2.50,xy_e_freq_e_3.75,xy_e_freq_p1,xy_e_freq_p2,xy_e_freq_p3,xy_e_freq_p4,t_freq_m_0.00,t_freq_m_1.25,t_freq_m_2.50,t_freq_m_3.75,t_freq_e_0.00,t_freq_e_1.25,t_freq_e_2.50,t_freq_e_3.75,t_freq_p1,t_freq_p2,t_freq_p3,t_freq_p4,z_dwt_ar_-0,z_dwt_ar_-1,z_dwt_ar_-2,z_dwt_ar_-3,z_dwt_ar_-4,z_dwt_ar_-5,z_dwt_ar_-6,z_dwt_ar_-7,z_dwt_ar_-8,z_dwt_ar_-9,z_dwt_norm_-0,z_dwt_norm_-1,z_dwt_norm_-2,z_dwt_norm_-3,z_dwt_norm_-4,z_dwt_norm_-5,z_dwt_norm_-6,z_dwt_norm_-7,z_dwt_norm_-8,z_dwt_norm_-9,z_dwt_avg_-0,z_dwt_avg_-1,z_dwt_avg_-2,z_dwt_avg_-3,z_dwt_avg_-4,z_dwt_avg_-5,z_dwt_avg_-6,z_dwt_avg_-7,z_dwt_avg_-8,z_dwt_avg_-9,label
0.018331722451717783,2.9215697685984954,1.8091319364195813,1.9412774402573865,8.527387431989611,8.275459961528947,2.8825758399106336,1.4245354141675841,-1.0518619536690246,0.2624034054956348,0.18838093642305948,50,90,50,4.99363899578161,0.5652077621321536,0.8700503394761906,0.04705312438301598,0.041210433301350706,0.021638632516867318,3.26480364765998,0.9077027846838907,0.3152218681148799,0.2924766782114103,0.8063976270581222,0.13869600339510776,0.047196940400075944,0.007709429146694112,1.1477045908183632,2.2954091816367264,0.0,0.0,3.6182638728391643,0.4595322374377779,0.5101482000493264,0.5771828839347662,0.7306179300998238,0.07378236080486815,0.08443581137434963,0.11116389772095844,1.1477045908183632,2.345309381237525,3.493013972055888,4.640718562874252,5.765151679821274,0.8361456569682512,0.3912062670419132,0.15928614418415615,0.9113337469937014,0.06303234205887376,0.018345571244853472,0.007288339702571383,1.1477045908183632,2.345309381237525,3.493013972055888,0.0,1.8914246329084164E-5,1.9490854845867972E-4,2.4955517478395965E-4,0.03184735863084333,0.08531743936530972,0.5407455934275995,0.8508114230268227,0.9600054688452911,0.9917817743521756,1.0,1.8914246329084164E-5,1.7599430212959555E-4,5.464662632527995E-5,0.03159780345605937,0.05347008073446639,0.4554281540622898,0.31006582959922313,0.10919404581846849,0.03177630550688454,0.008218225647824276,0.3043053668116405,-0.9282487972890148,-0.13375872888269716,6.159411317927693,1.1329933077904395,0.011630872865324382,-0.10420084460050544,0.02782276594640632,0.010034477108660107,0.003551124386030124,Fietsen
