z_mean,z_stddev,xy_e_mean,xy_e_stddev,z_e_mean,z_e_stddev,t_mean,t_stddev,z_kurt,corr_z_xy_e,corr_z_e_xy_e,mcr_z,mcr_t,zcr_z,z_peak_mean,z_peak_stddev,z_peak_d_mean,z_peak_d_stddev,angle_mean,angle_stddev,z_freq_m_0.00,z_freq_m_0.25,z_freq_m_0.50,z_freq_m_0.75,z_freq_m_1.00,z_freq_m_1.25,z_freq_m_1.50,z_freq_m_1.75,z_freq_m_2.00,z_freq_m_2.25,z_freq_m_2.50,z_freq_m_2.75,z_freq_m_3.00,z_freq_m_3.25,z_freq_m_3.50,z_freq_m_3.75,z_freq_m_4.00,z_freq_m_4.25,z_freq_m_4.50,z_freq_m_4.75,z_freq_e_0.00,z_freq_e_0.25,z_freq_e_0.50,z_freq_e_0.75,z_freq_e_1.00,z_freq_e_1.25,z_freq_e_1.50,z_freq_e_1.75,z_freq_e_2.00,z_freq_e_2.25,z_freq_e_2.50,z_freq_e_2.75,z_freq_e_3.00,z_freq_e_3.25,z_freq_e_3.50,z_freq_e_3.75,z_freq_e_4.00,z_freq_e_4.25,z_freq_e_4.50,z_freq_e_4.75,z_freq_p1,z_freq_p2,z_freq_p3,z_freq_p4,xy_e_freq_m_0.00,xy_e_freq_m_0.25,xy_e_freq_m_0.50,xy_e_freq_m_0.75,xy_e_freq_m_1.00,xy_e_freq_m_1.25,xy_e_freq_m_1.50,xy_e_freq_m_1.75,xy_e_freq_m_2.00,xy_e_freq_m_2.25,xy_e_freq_m_2.50,xy_e_freq_m_2.75,xy_e_freq_m_3.00,xy_e_freq_m_3.25,xy_e_freq_m_3.50,xy_e_freq_m_3.75,xy_e_freq_m_4.00,xy_e_freq_m_4.25,xy_e_freq_m_4.50,xy_e_freq_m_4.75,xy_e_freq_e_0.00,xy_e_freq_e_0.25,xy_e_freq_e_0.50,xy_e_freq_e_0.75,xy_e_freq_e_1.00,xy_e_freq_e_1.25,xy_e_freq_e_1.50,xy_e_freq_e_1.75,xy_e_freq_e_2.00,xy_e_freq_e_2.25,xy_e_freq_e_2.50,xy_e_freq_e_2.75,xy_e_freq_e_3.00,xy_e_freq_e_3.25,xy_e_freq_e_3.50,xy_e_freq_e_3.75,xy_e_freq_e_4.00,xy_e_freq_e_4.25,xy_e_freq_e_4.50,xy_e_freq_e_4.75,xy_e_freq_p1,xy_e_freq_p2,xy_e_freq_p3,xy_e_freq_p4,t_freq_m_0.00,t_freq_m_0.25,t_freq_m_0.50,t_freq_m_0.75,t_freq_m_1.00,t_freq_m_1.25,t_freq_m_1.50,t_freq_m_1.75,t_freq_m_2.00,t_freq_m_2.25,t_freq_m_2.50,t_freq_m_2.75,t_freq_m_3.00,t_freq_m_3.25,t_freq_m_3.50,t_freq_m_3.75,t_freq_m_4.00,t_freq_m_4.25,t_freq_m_4.50,t_freq_m_4.75,t_freq_e_0.00,t_freq_e_0.25,t_freq_e_0.50,t_freq_e_0.75,t_freq_e_1.00,t_freq_e_1.25,t_freq_e_1.50,t_freq_e_1.75,t_freq_e_2.00,t_freq_e_2.25,t_freq_e_2.50,t_freq_e_2.75,t_freq_e_3.00,t_freq_e_3.25,t_freq_e_3.50,t_freq_e_3.75,t_freq_e_4.00,t_freq_e_4.25,t_freq_e_4.50,t_freq_e_4.75,t_freq_p1,t_freq_p2,t_freq_p3,t_freq_p4,z_dwt_ar_-0,z_dwt_ar_-1,z_dwt_ar_-2,z_dwt_ar_-3,z_dwt_norm_-0,z_dwt_norm_-1,z_dwt_norm_-2,z_dwt_norm_-3,z_dwt_avg_-0,z_dwt_avg_-1,z_dwt_avg_-2,z_dwt_avg_-3,label
-0.004661069090404913,2.1875743570310187,2.041318380962153,2.218284963577008,4.782310843760164,5.393889427970723,2.336734539946627,1.1679944328891538,-0.7324637848511033,0.2743309960164762,0.1835346583695207,81,141,81,4.1405760051217575,0.46805783049450367,0.9780062971724137,0.045243248089686876,0.03441465385330426,0.020601191507216027,0.053078402042685414,0.06235958220582562,0.7140616726050861,1.6051042472568724,1.6051042472568724,0.11833526461976193,0.5873133534607999,1.0604685508229574,1.0604685508229574,0.1980256458022851,0.26259221495918345,0.3311225666575557,0.3311225666575557,0.23692814132289658,0.2365289929197294,0.2365289929197294,0.04830925442856461,0.004724657084211113,0.0042517686270331125,0.004158575460207142,6.008323597663638E-4,0.0013791739982917147,0.04248592045007282,0.3283099410566018,0.289120388092906,0.005518603329336494,0.02984126503464203,0.11744433188374157,0.09548771234396805,0.008032895066647927,0.010480329097640509,0.01948068017220941,0.01765801823291929,0.011447014543003939,0.014169749695995527,0.008259069957530254,2.4369002623487432E-4,1.4229557907039786E-5,1.3302518570445973E-5,1.2852582014048774E-5,1.0340226817878586,2.1014009339559707,3.135423615743829,0.0,4.082636761924305,0.3201718160370469,0.37138695117273274,0.8571999340575592,0.8571999340575592,0.27086094340420364,0.42798176639166663,1.0450073780042222,1.0450073780042222,0.3050479834809522,0.6090151373993703,0.6387079049182657,0.6387079049182657,0.13975374336297178,0.40854158452744005,0.7107059249023651,0.7107059249023651,0.19018084058420592,0.20023953590914886,0.24927983670516984,0.49076418366147284,0.01856606097573329,0.020852966115477323,0.058907257291826436,0.052358485712503296,0.00817940965997578,0.016357239791795843,0.061590343291954314,0.05360655503172023,0.007654551999957006,0.022017156755994857,0.047568060255238916,0.02893396656951066,0.003158230901832666,0.012040504432290034,0.042861527092164904,0.03550660161277527,0.005528323688431024,0.006115398032621865,0.007433177126723372,1.067378252168112,2.1014009339559707,3.135423615743829,4.202801867911941,4.673469079893252,0.10948662378919963,0.1589109715596932,0.44528110534601156,0.44528110534601156,0.12668398934631084,0.37573235787477693,0.6666740820454721,0.6666740820454721,0.1285699179551815,0.3526108360120116,0.4100547636833802,0.4100547636833802,0.0770541860573034,0.0902418881383074,0.202761200624038,0.202761200624038,0.08593396958910676,0.08907587579738721,0.10908990138225699,0.810838069078455,0.002364124161657376,0.0027342847784451252,0.014594224665167228,0.014707532872373152,0.0030352626612631067,0.0113154928866975,0.037174374921237666,0.02812589699137948,0.0017879720559789384,0.011392691338025437,0.027904559411219863,0.01771910840464633,0.0010626358901659663,0.0015593738855350738,0.0049899308270838745,0.0046072102743112036,0.0012314652905330435,0.0013503574598079293,0.0015054321460167043,1.067378252168112,2.1014009339559707,3.1687791861240826,4.202801867911941,6.768999578006017E-5,3.5216060855598904E-4,0.001109331505964682,0.0035172553244142628,6.768999578006017E-5,2.844706127759289E-4,7.57170897408693E-4,0.0024079238184495813,-0.5611818872252576,1.1504297549572082,1.0471538930691189,-0.6666201757355612,Fietsen
