z_mean,z_stddev,xy_e_mean,xy_e_stddev,z_e_mean,z_e_stddev,t_mean,t_stddev,z_kurt,corr_z_xy_e,corr_z_e_xy_e,mcr_z,mcr_t,zcr_z,z_peak_mean,z_peak_stddev,z_peak_d_mean,z_peak_d_stddev,angle_mean,angle_stddev,z_freq_m_0.00,z_freq_m_0.42,z_freq_m_0.83,z_freq_m_1.25,z_freq_m_1.67,z_freq_m_2.08,z_freq_m_2.50,z_freq_m_2.92,z_freq_m_3.33,z_freq_m_3.75,z_freq_m_4.17,z_freq_m_4.58,z_freq_e_0.00,z_freq_e_0.42,z_freq_e_0.83,z_freq_e_1.25,z_freq_e_1.67,z_freq_e_2.08,z_freq_e_2.50,z_freq_e_2.92,z_freq_e_3.33,z_freq_e_3.75,z_freq_e_4.17,z_freq_e_4.58,z_freq_p1,z_freq_p2,z_freq_p3,z_freq_p4,xy_e_freq_m_0.00,xy_e_freq_m_0.42,xy_e_freq_m_0.83,xy_e_freq_m_1.25,xy_e_freq_m_1.67,xy_e_freq_m_2.08,xy_e_freq_m_2.50,xy_e_freq_m_2.92,xy_e_freq_m_3.33,xy_e_freq_m_3.75,xy_e_freq_m_4.17,xy_e_freq_m_4.58,xy_e_freq_e_0.00,xy_e_freq_e_0.42,xy_e_freq_e_0.83,xy_e_freq_e_1.25,xy_e_freq_e_1.67,xy_e_freq_e_2.08,xy_e_freq_e_2.50,xy_e_freq_e_2.92,xy_e_freq_e_3.33,xy_e_freq_e_3.75,xy_e_freq_e_4.17,xy_e_freq_e_4.58,xy_e_freq_p1,xy_e_freq_p2,xy_e_freq_p3,xy_e_freq_p4,t_freq_m_0.00,t_freq_m_0.42,t_freq_m_0.83,t_freq_m_1.25,t_freq_m_1.67,t_freq_m_2.08,t_freq_m_2.50,t_freq_m_2.92,t_freq_m_3.33,t_freq_m_3.75,t_freq_m_4.17,t_freq_m_4.58,t_freq_e_0.00,t_freq_e_0.42,t_freq_e_0.83,t_freq_e_1.25,t_freq_e_1.67,t_freq_e_2.08,t_freq_e_2.50,t_freq_e_2.92,t_freq_e_3.33,t_freq_e_3.75,t_freq_e_4.17,t_freq_e_4.58,t_freq_p1,t_freq_p2,t_freq_p3,t_freq_p4,z_dwt_ar_-0,z_dwt_ar_-1,z_dwt_ar_-2,z_dwt_ar_-3,z_dwt_ar_-4,z_dwt_ar_-5,z_dwt_ar_-6,z_dwt_ar_-7,z_dwt_ar_-8,z_dwt_ar_-9,z_dwt_norm_-0,z_dwt_norm_-1,z_dwt_norm_-2,z_dwt_norm_-3,z_dwt_norm_-4,z_dwt_norm_-5,z_dwt_norm_-6,z_dwt_norm_-7,z_dwt_norm_-8,z_dwt_norm_-9,z_dwt_avg_-0,z_dwt_avg_-1,z_dwt_avg_-2,z_dwt_avg_-3,z_dwt_avg_-4,z_dwt_avg_-5,z_dwt_avg_-6,z_dwt_avg_-7,z_dwt_avg_-8,z_dwt_avg_-9,label
-2.2213413983378945,8.58860375211533,114.68974396283332,89.5548375217781,78.4302388755071,90.71528848735706,13.220839117951613,4.289089817303114,-0.9697132205040337,-0.053685777228220155,-0.1456112091887132,33,52,35,17.006172469046383,1.7907366444325639,0.583077567,0.03385459020078643,0.12571723251218636,0.08972865695574878,4.442682796675791,1.6177482581433842,4.641461513434597,4.641461513434597,2.9202548094826537,1.880318560276728,4.514217698440332,7.446005043215493,7.446005043215493,0.8338076688234048,0.12863528308708388,0.09315569230567923,0.08044318660361242,0.01765300690622769,0.08758587454954997,0.1275646362855765,0.0515582988296128,0.025361346484642812,0.09082670736519778,0.28913533788112633,0.2257823196855015,0.003816890922394614,1.637192158210038E-4,1.0867527073644723E-4,1.6363636363636365,3.4545454545454546,0.0,0.0,229.37948792566667,28.646810317705715,53.43421900091372,53.43421900091372,19.779841435121366,24.801101588422863,24.801101588422863,31.67326397820503,31.67326397820503,24.663583475436376,30.196490474836313,35.26072004752688,0.6940969360497133,0.012094563398207985,0.054212343868294564,0.049903193456232814,0.00871433074484105,0.01438671460859984,0.016647971629628645,0.020620924256908087,0.02846425066866875,0.02757776340329229,0.03423052722499431,0.03905048069061827,0.9090909090909091,1.6363636363636365,2.909090909090909,3.6363636363636362,26.441678235903222,1.2993359394604507,1.2993359394604507,1.308947636765633,1.308947636765633,0.733451817508482,0.733451817508482,2.011249081634498,2.011249081634498,1.0202744914251507,1.1124333268075501,1.2290002847271655,0.9369525796665346,0.002982779409235459,0.005965862449082122,0.007722284157123218,0.004414957946015842,0.0017078105614159122,0.0025407066296707207,0.010876792556646446,0.011959967656726495,0.0048901832669630664,0.0051067406560257695,0.004879335044560376,0.9090909090909091,1.8181818181818181,3.6363636363636362,5.454545454545454,0.07226411717409102,0.08729126067273502,0.08834740068947101,0.10704226226946086,0.2036523967512986,0.6116863987022648,0.9813000992587305,0.9950800614401216,0.9999999999999998,0.0,0.07226411717409102,0.015027143498643994,0.0010561400167359973,0.018694861579989834,0.09661013448183778,0.4080340019509663,0.36961370055646564,0.013779962181391223,0.004919938559878162,0.0,-38.505562953514016,17.55902282163862,-3.282570878519106,1.7717972122498322,8.92569800246628,-0.6735849466113937,-0.4632346971140289,0.027582371627439862,-0.05080644820203565,0.0,Lopen
