z_mean,z_stddev,xy_e_mean,xy_e_stddev,z_e_mean,z_e_stddev,t_mean,t_stddev,z_kurt,corr_z_xy_e,corr_z_e_xy_e,mcr_z,mcr_t,zcr_z,z_peak_mean,z_peak_stddev,z_peak_d_mean,z_peak_d_stddev,angle_mean,angle_stddev,z_freq_m_0.00,z_freq_m_0.42,z_freq_m_0.83,z_freq_m_1.25,z_freq_m_1.67,z_freq_m_2.08,z_freq_m_2.50,z_freq_m_2.92,z_freq_m_3.33,z_freq_m_3.75,z_freq_m_4.17,z_freq_m_4.58,z_freq_e_0.00,z_freq_e_0.42,z_freq_e_0.83,z_freq_e_1.25,z_freq_e_1.67,z_freq_e_2.08,z_freq_e_2.50,z_freq_e_2.92,z_freq_e_3.33,z_freq_e_3.75,z_freq_e_4.17,z_freq_e_4.58,z_freq_p1,z_freq_p2,z_freq_p3,z_freq_p4,xy_e_freq_m_0.00,xy_e_freq_m_0.42,xy_e_freq_m_0.83,xy_e_freq_m_1.25,xy_e_freq_m_1.67,xy_e_freq_m_2.08,xy_e_freq_m_2.50,xy_e_freq_m_2.92,xy_e_freq_m_3.33,xy_e_freq_m_3.75,xy_e_freq_m_4.17,xy_e_freq_m_4.58,xy_e_freq_e_0.00,xy_e_freq_e_0.42,xy_e_freq_e_0.83,xy_e_freq_e_1.25,xy_e_freq_e_1.67,xy_e_freq_e_2.08,xy_e_freq_e_2.50,xy_e_freq_e_2.92,xy_e_freq_e_3.33,xy_e_freq_e_3.75,xy_e_freq_e_4.17,xy_e_freq_e_4.58,xy_e_freq_p1,xy_e_freq_p2,xy_e_freq_p3,xy_e_freq_p4,t_freq_m_0.00,t_freq_m_0.42,t_freq_m_0.83,t_freq_m_1.25,t_freq_m_1.67,t_freq_m_2.08,t_freq_m_2.50,t_freq_m_2.92,t_freq_m_3.33,t_freq_m_3.75,t_freq_m_4.17,t_freq_m_4.58,t_freq_e_0.00,t_freq_e_0.42,t_freq_e_0.83,t_freq_e_1.25,t_freq_e_1.67,t_freq_e_2.08,t_freq_e_2.50,t_freq_e_2.92,t_freq_e_3.33,t_freq_e_3.75,t_freq_e_4.17,t_freq_e_4.58,t_freq_p1,t_freq_p2,t_freq_p3,t_freq_p4,z_dwt_ar_-0,z_dwt_ar_-1,z_dwt_ar_-2,z_dwt_ar_-3,z_dwt_ar_-4,z_dwt_ar_-5,z_dwt_ar_-6,z_dwt_ar_-7,z_dwt_ar_-8,z_dwt_ar_-9,z_dwt_norm_-0,z_dwt_norm_-1,z_dwt_norm_-2,z_dwt_norm_-3,z_dwt_norm_-4,z_dwt_norm_-5,z_dwt_norm_-6,z_dwt_norm_-7,z_dwt_norm_-8,z_dwt_norm_-9,z_dwt_avg_-0,z_dwt_avg_-1,z_dwt_avg_-2,z_dwt_avg_-3,z_dwt_avg_-4,z_dwt_avg_-5,z_dwt_avg_-6,z_dwt_avg_-7,z_dwt_avg_-8,z_dwt_avg_-9,z_hmm_model-Wandelen,z_hmm_model-Trapop,z_hmm_model-Springen,z_hmm_model-Lopen,z_hmm_model-Fietsen,z_hmm_model-Trapaf,z_hmm_model-LiftAU,z_hmm_model-Tandenpoetsen,z_hmm_model-Nietsdoen,z_hmm_model-LiftAD,label
-0.013665080363004069,4.185236041120842,3.8379362365422187,3.6527891693647017,17.44632265143861,19.953381619051896,4.132143015913124,2.055859727925234,-0.6984933144608183,0.17803933886378695,-0.14389141856191837,18,32,18,8.507215553235298,0.33647179603674887,1.0618693033333333,0.019993563711461777,0.026845000887762573,0.019204623879557778,0.35076804527715233,1.2627993512401265,1.2627993512401265,3.708371358369701,3.708371358369701,2.3468402235799735,2.3468402235799735,0.7378297703509666,1.0299366587114946,1.0299366587114946,0.10360581127296667,0.061340961498416544,0.004887805880614104,0.035069888924919385,0.05098081577404569,0.3124740618222506,0.32795675622944304,0.11411612757011516,0.09251483234839707,0.021285728500758164,0.024297043672040993,0.015915896118889595,3.277110496625955E-4,1.73332108863701E-4,1.8,2.8,0.0,0.0,7.675872473084439,1.68059311419841,1.68059311419841,1.5242925617553431,1.5242925617553431,1.4353144490353598,1.4353144490353598,0.739198494088418,1.061035065333205,1.061035065333205,0.9778930694038492,0.9778930694038492,0.6503157693524014,0.03428974176407053,0.041758732396543555,0.05927925478459461,0.051082017437956394,0.024176522588297375,0.033272602135138225,0.017048373488713114,0.022096115005826266,0.019755874975012976,0.018265698479077466,0.028659297592368065,1.0,1.8,2.8,5.6,8.264286031826252,1.3565262796929656,1.3565262796929656,0.6641799254743129,0.6641799254743129,0.8570591635550829,0.8570591635550829,0.3646695199339385,1.1136067478849174,1.1136067478849174,0.8612640506601416,0.8612640506601416,0.8268112399246865,0.030749464112993997,0.024533464250501614,0.010279199032090954,0.010369816693391367,0.00936464764575303,0.009474962391190053,0.0024453069686469816,0.018997762342690818,0.018711105899649586,0.017615304050647217,0.020647726687758224,1.0,2.0,2.8,3.8,2.329088848009595E-5,0.025110015681948924,0.030243252144260758,0.21066267655697385,0.6826786377796955,0.9143391883665652,0.9821227871133686,1.0000000000000004,0.0,0.0,2.329088848009595E-5,0.02508672479346883,0.005133236462311836,0.18041942441271308,0.4720159612227216,0.23166055058686963,0.06778359874680337,0.017877212886631695,0.0,0.0,-0.2338774975550817,-7.675689410895238,1.0329354228271874,2.7411368205742477,0.2715701513923281,-0.3731633481193564,-0.12371096904068168,-0.04323491707180063,0.0,0.0,-2.0602324566526167,-3.6701333931411146,-3.0721707751419234,-2.8919344873985113,-2.516912367413085,-1.8333344322263458,NaN,NaN,NaN,NaN,Trapaf
