1.0 0.7 0.0898876404494382
4.5 0.30 0.6404494382022472
4.5 0.40 0.6292134831460674
7.5 0.55 0.5955056179775281
4 0.0 0.6404494382022472
7 0.65 0.5393258426966292
6 0.25 0.5617977528089888
1.5 0.7 0.6741573033707865
1.5 0.40 0.2808988764044944
5.5 0.6 0.5955056179775281
3.5 0.75 0.8202247191011236
4.5 0.6 0.6292134831460674
3 0.2 0.5280898876404494
5.5 0.0 0.6292134831460674
3.5 0.55 0.7191011235955056
4 0.40 0.5730337078651685
1.0 0.25 0.16853932584269662
4 0.35 0.5617977528089888
4.5 0.25 0.5280898876404494
7.5 0.2 0.5730337078651685
7.5 0.0 0.5617977528089888
6.5 0.30 0.4943820224719101
7.5 0.45 0.5730337078651685
3.5 0.30 0.6741573033707865
1.5 0.45 0.3146067415730337
5 0.7 0.898876404494382
6 0.55 0.5955056179775281
2.5 0.7 0.5955056179775281
4.5 0.55 0.6629213483146067
7.5 0.25 0.5393258426966292
3.5 0.8 0.8202247191011236
1.0 0.40 0.1348314606741573
7 0.75 0.6404494382022472
5.5 0.55 0.5955056179775281
7 0.40 0.47191011235955055
4.5 0.85 0.7528089887640449
4 0.5 0.7640449438202247
4.5 0.0 0.449438202247191
3 0.8 0.7528089887640449
7 0.25 0.5280898876404494
2.5 0.75 0.5617977528089888
4 0.85 0.6853932584269663
5 0.5 0.7191011235955056
7.5 0.75 0.5842696629213483
2 0.35 0.48314606741573035
7.5 0.30 0.5955056179775281
1.0 0.2 0.1348314606741573
5 0.40 0.8089887640449438
6.5 0.85 0.6629213483146067
2.5 0.40 0.5730337078651685
2 0.75 0.5280898876404494
5 0.6 0.9438202247191011
2 0.5 0.9213483146067416
7 0.8 0.6067415730337079
6.5 0.45 0.651685393258427
4 0.7 0.6741573033707865
6.5 0.7 0.6629213483146067
1.0 0.55 0.12359550561797752
1.0 0.6 0.11235955056179775
5.5 0.5 0.6292134831460674
2 0.65 0.4606741573033708
3.5 0.85 0.8539325842696629
6 0.40 0.5168539325842697
1.0 0.65 0.12359550561797752
1.5 0.55 0.42696629213483145
6 0.45 0.5393258426966292
4 0.30 0.5730337078651685
4.5 0.8 0.7640449438202247
2 0.85 0.4943820224719101
6 0.35 0.4943820224719101
3 0.45 0.4943820224719101
5.5 0.40 0.5393258426966292
3 0.0 0.6629213483146067
7.5 0.85 0.5955056179775281
1.5 0.65 0.5955056179775281
6 0.65 0.5955056179775281
6.5 0.2 0.5280898876404494
3.5 0.7 0.7865168539325843
5 0.35 0.7078651685393258
3.5 0.2 0.6179775280898876
5 0.65 0.8651685393258427
4 0.45 0.7191011235955056
5.5 0.35 0.4606741573033708
1.0 0.75 0.1348314606741573
3.5 0.25 0.6292134831460674
5.5 0.25 0.48314606741573035
3 0.75 0.6629213483146067
1.5 0.2 0.2247191011235955
7 0.30 0.48314606741573035
5 0.75 0.8089887640449438
3 0.65 0.651685393258427
4 0.2 0.5393258426966292
1.0 0.0 0.16853932584269662
7.5 0.7 0.5955056179775281
1.5 0.0 0.2247191011235955
4 0.65 0.6404494382022472
2.5 0.0 0.48314606741573035
2 0.25 0.6067415730337079
6.5 0.65 0.6741573033707865
7 0.0 0.3258426966292135
7.5 0.6 0.5842696629213483
2.0 0.0 0.4044943820224719
1.5 0.6 0.5280898876404494
1.5 0.75 0.7078651685393258
6.5 0.25 0.5393258426966292
7 0.85 0.6853932584269663
3 0.55 0.5730337078651685
1.5 0.5 0.550561797752809
2 0.6 0.7752808988764045
1.0 0.45 0.1348314606741573
3 0.35 0.48314606741573035
1.0 0.8 0.0898876404494382
3.5 0.45 0.651685393258427
2.5 0.30 0.4606741573033708
3 0.85 0.6741573033707865
5.5 0.8 0.6966292134831461
2.5 0.55 0.5955056179775281
7.5 0.40 0.5955056179775281
6.5 0.6 0.651685393258427
6 0.8 0.6853932584269663
5 0.30 0.8089887640449438
4.5 0.7 0.7191011235955056
2.5 0.35 0.4606741573033708
7 0.6 0.6179775280898876
5.5 0.65 0.6966292134831461
7 0.45 0.7078651685393258
6.5 0.75 0.7415730337078652
4.5 0.45 0.6629213483146067
3.5 0.0 0.651685393258427
2.5 0.5 0.550561797752809
6 0.7 0.5955056179775281
6 0.30 0.5955056179775281
1.5 0.85 0.6741573033707865
7.5 0.5 0.5842696629213483
7.5 0.65 0.5955056179775281
1.0 0.30 0.15730337078651685
7 0.7 0.6292134831460674
7 0.5 0.4606741573033708
2 0.8 0.47191011235955055
3 0.6 0.651685393258427
2 0.40 0.5056179775280899
4 0.6 0.6179775280898876
5.5 0.30 0.5056179775280899
5.5 0.75 0.6741573033707865
5.5 0.45 0.5955056179775281
7 0.55 0.48314606741573035
6.5 0.55 0.6629213483146067
3.5 0.40 0.6853932584269663
3.5 0.6 0.8089887640449438
4.5 0.65 0.6404494382022472
4.5 0.5 0.5842696629213483
6.5 0.5 0.48314606741573035
3 0.40 0.6067415730337079
4 0.55 0.6179775280898876
4.5 0.35 0.6404494382022472
3.5 0.5 0.6966292134831461
1.0 0.85 0.11235955056179775
3.5 0.65 0.6966292134831461
2.5 0.65 0.550561797752809
3 0.7 0.6404494382022472
6 0.0 0.5955056179775281
1.5 0.25 0.2247191011235955
4 0.75 0.7640449438202247
6 0.6 0.5393258426966292
2 0.7 0.4606741573033708
1.5 0.8 0.7078651685393258
5 0.55 0.8314606741573034
2 0.2 0.33707865168539325
2 0.55 0.7640449438202247
2.5 0.2 0.48314606741573035
5.5 0.2 0.5393258426966292
3 0.5 0.6629213483146067
2.5 0.6 0.550561797752809
3 0.25 0.5955056179775281
4.5 0.75 0.6629213483146067
5 0.25 0.6741573033707865
3.5 0.35 0.5955056179775281
5.5 0.85 0.6853932584269663
4.5 0.2 0.5730337078651685
5 0.45 0.8314606741573034
6.5 0.8 0.651685393258427
2 0.30 0.38202247191011235
6.5 0.40 0.6741573033707865
2.5 0.8 0.5842696629213483
5 0.0 0.5280898876404494
6 0.5 0.5955056179775281
2 0.45 0.5955056179775281
2.5 0.45 0.5056179775280899
6.5 0.0 0.3707865168539326
1.0 0.5 0.11235955056179775
4 0.25 0.550561797752809
7.5 0.35 0.5168539325842697
4 0.8 0.7528089887640449
5.5 0.7 0.6853932584269663
6 0.2 0.5393258426966292
5 0.8 0.9438202247191011
6.5 0.35 0.6404494382022472
3 0.30 0.6404494382022472
1.5 0.30 0.2247191011235955
7 0.2 0.5393258426966292
7.5 0.8 0.5842696629213483
2.5 0.85 0.5955056179775281
6 0.85 0.6741573033707865
2.5 0.25 0.47191011235955055
1.0 0.35 0.16853932584269662
5 0.85 0.8876404494382022
7 0.35 0.7191011235955056
5 0.2 0.6067415730337079
1.5 0.35 0.23595505617977527
6 0.75 0.6853932584269663
