"Start","End","Label","Prediction"
"1.4295191696634016E9","1.4295191701634016E9","Springen","Springen"
"1.4295191701634016E9","1.4295191706634016E9","Springen","Springen"
"1.4295191706634016E9","1.4295191711634016E9","Springen","Springen"
"1.4295191711634016E9","1.4295191716634016E9","Springen","Springen"
"1.4295191716634016E9","1.4295191721634016E9","Springen","Springen"
"1.4295191721634016E9","1.4295191726634016E9","Springen","Springen"
"1.4295191726634016E9","1.4295191731634016E9","Springen","Springen"
"1.4295191731634016E9","1.4295191736634016E9","Springen","Springen"
"1.4295191736634016E9","1.4295191741634016E9","Ruis","Ruis"
"1.4295191741634016E9","1.4295191746634016E9","Ruis","Ruis"
"1.4295191746634016E9","1.4295191751634016E9","Nietsdoen","Ruis"
"1.4295191751634016E9","1.4295191756634016E9","Ruis","Ruis"
"1.4295191756634016E9","1.4295191761634016E9","Ruis","Ruis"
"1.4295191761634016E9","1.4295191766634016E9","Ruis","Ruis"
"1.4295191766634016E9","1.4295191771634016E9","Ruis","Ruis"
"1.4295191771634016E9","1.4295191776634016E9","Ruis","Ruis"
"1.4295191776634016E9","1.4295191781634016E9","Ruis","Ruis"
"1.4295191781634016E9","1.4295191786634016E9","Ruis","Ruis"
"1.4295191786634016E9","1.4295191791634016E9","Ruis","Ruis"
"1.4295191791634016E9","1.4295191796634016E9","Ruis","Ruis"
"1.4295191796634016E9","1.4295191801634016E9","Ruis","Ruis"
"1.4295191801634016E9","1.4295191806634016E9","Ruis","Ruis"
