1 56.25
2 73.125
3 73.75
4 76.25
5 76.25
6 76.875
7 77.5
8 80.0
9 82.5
10 83.75
11 81.875
12 88.125
13 88.75
14 88.75
15 92.5
16 90.625
17 91.25
18 93.75
19 93.75
20 90.0

