z_mean,z_stddev,xy_e_mean,xy_e_stddev,z_e_mean,z_e_stddev,t_mean,t_stddev,z_kurt,corr_z_xy_e,corr_z_e_xy_e,mcr_z,mcr_t,zcr_z,z_peak_mean,z_peak_stddev,z_peak_d_mean,z_peak_d_stddev,angle_mean,angle_stddev,z_freq_m_0.00,z_freq_m_0.10,z_freq_m_0.20,z_freq_m_0.30,z_freq_m_0.40,z_freq_m_0.50,z_freq_m_0.60,z_freq_m_0.70,z_freq_m_0.80,z_freq_m_0.90,z_freq_e_0.00,z_freq_e_0.10,z_freq_e_0.20,z_freq_e_0.30,z_freq_e_0.40,z_freq_e_0.50,z_freq_e_0.60,z_freq_e_0.70,z_freq_e_0.80,z_freq_e_0.90,z_freq_p1,z_freq_p2,z_freq_p3,z_freq_p4,xy_e_freq_m_0.00,xy_e_freq_m_0.10,xy_e_freq_m_0.20,xy_e_freq_m_0.30,xy_e_freq_m_0.40,xy_e_freq_m_0.50,xy_e_freq_m_0.60,xy_e_freq_m_0.70,xy_e_freq_m_0.80,xy_e_freq_m_0.90,xy_e_freq_e_0.00,xy_e_freq_e_0.10,xy_e_freq_e_0.20,xy_e_freq_e_0.30,xy_e_freq_e_0.40,xy_e_freq_e_0.50,xy_e_freq_e_0.60,xy_e_freq_e_0.70,xy_e_freq_e_0.80,xy_e_freq_e_0.90,xy_e_freq_p1,xy_e_freq_p2,xy_e_freq_p3,xy_e_freq_p4,t_freq_m_0.00,t_freq_m_0.10,t_freq_m_0.20,t_freq_m_0.30,t_freq_m_0.40,t_freq_m_0.50,t_freq_m_0.60,t_freq_m_0.70,t_freq_m_0.80,t_freq_m_0.90,t_freq_e_0.00,t_freq_e_0.10,t_freq_e_0.20,t_freq_e_0.30,t_freq_e_0.40,t_freq_e_0.50,t_freq_e_0.60,t_freq_e_0.70,t_freq_e_0.80,t_freq_e_0.90,t_freq_p1,t_freq_p2,t_freq_p3,t_freq_p4,z_dwt_ar_-0,z_dwt_ar_-1,z_dwt_ar_-2,z_dwt_ar_-3,z_dwt_ar_-4,z_dwt_norm_-0,z_dwt_norm_-1,z_dwt_norm_-2,z_dwt_norm_-3,z_dwt_norm_-4,z_dwt_avg_-0,z_dwt_avg_-1,z_dwt_avg_-2,z_dwt_avg_-3,z_dwt_avg_-4,label
0.014338573282517308,3.4013585204843215,5.349624976494646,4.970507540994331,11.546167231094572,14.86477437765161,3.6964383677304813,1.7996255175955136,-0.33134660845801056,0.30806786062431163,-0.04423178523620038,44,67,44,7.365455266238659,0.758120185854211,0.8338643967999999,0.009992379841317013,0.038431450673554586,0.015005685930723982,0.07119532552662906,0.07119532552662906,0.07119532552662906,0.07119532552662906,0.07119532552662906,0.11582709566098229,0.11582709566098229,0.13567918435922563,3.4476353698166577,3.4476353698166577,6.22063374101579E-4,5.982718063922536E-4,5.5305454756711E-4,3.952344471884201E-4,4.6395210242644976E-4,8.103401360467302E-4,0.0012173152307416687,0.001925543038709334,0.49513721051647314,0.49827701480035325,1.2072434607645874,2.414486921529175,3.6217303822937628,0.0,10.699249952989303,0.9188668342193107,0.9188668342193107,0.9188668342193107,0.6350748875856215,0.6350748875856215,0.6350748875856215,0.6350748875856215,2.7655945923721634,2.7655945923721634,0.8354718484867147,0.007464302476434396,0.007513384831283058,0.010365669942010486,0.0046289349309019635,0.005015062514264778,0.004660392489889539,0.005743737311782582,0.05821051609959708,0.060926150917121245,1.2072434607645874,2.414486921529175,3.6217303822937628,4.82897384305835,7.392876735460965,0.2353996968110036,0.2353996968110036,0.2353996968110036,0.1662035162624369,0.1662035162624369,0.1662035162624369,0.1662035162624369,1.0935762555027961,1.0935762555027961,0.9490203750170167,0.0014961953333795476,0.0014133098784761512,0.001533814589337655,5.866247339999673E-4,0.0010357248275740059,0.0010834316246128494,0.0011022024205530328,0.02135715201410049,0.021371169560949515,1.2072434607645874,2.414486921529175,3.6217303822937628,4.82897384305835,0.0024449125146232273,0.002797737278243401,0.009988319505198545,0.03368504491197317,0.32548964926588114,0.0024449125146232273,3.5282476362017356E-4,0.007190582226955143,0.02369672540677462,0.291804604353908,-2.8396150618440794,-1.0787165427324237,3.1413502744346884,0.54848868245244,-0.08174208481628487,Fietsen
