z_mean,z_stddev,xy_e_mean,xy_e_stddev,z_e_mean,z_e_stddev,t_mean,t_stddev,z_kurt,corr_z_xy_e,corr_z_e_xy_e,mcr_z,mcr_t,zcr_z,z_peak_mean,z_peak_stddev,z_peak_d_mean,z_peak_d_stddev,angle_mean,angle_stddev,z_freq_m_0.00,z_freq_m_0.25,z_freq_m_0.50,z_freq_m_0.75,z_freq_m_1.00,z_freq_m_1.25,z_freq_m_1.50,z_freq_m_1.75,z_freq_m_2.00,z_freq_m_2.25,z_freq_m_2.50,z_freq_m_2.75,z_freq_m_3.00,z_freq_m_3.25,z_freq_m_3.50,z_freq_m_3.75,z_freq_m_4.00,z_freq_m_4.25,z_freq_m_4.50,z_freq_m_4.75,z_freq_e_0.00,z_freq_e_0.25,z_freq_e_0.50,z_freq_e_0.75,z_freq_e_1.00,z_freq_e_1.25,z_freq_e_1.50,z_freq_e_1.75,z_freq_e_2.00,z_freq_e_2.25,z_freq_e_2.50,z_freq_e_2.75,z_freq_e_3.00,z_freq_e_3.25,z_freq_e_3.50,z_freq_e_3.75,z_freq_e_4.00,z_freq_e_4.25,z_freq_e_4.50,z_freq_e_4.75,z_freq_p1,z_freq_p2,z_freq_p3,z_freq_p4,xy_e_freq_m_0.00,xy_e_freq_m_0.25,xy_e_freq_m_0.50,xy_e_freq_m_0.75,xy_e_freq_m_1.00,xy_e_freq_m_1.25,xy_e_freq_m_1.50,xy_e_freq_m_1.75,xy_e_freq_m_2.00,xy_e_freq_m_2.25,xy_e_freq_m_2.50,xy_e_freq_m_2.75,xy_e_freq_m_3.00,xy_e_freq_m_3.25,xy_e_freq_m_3.50,xy_e_freq_m_3.75,xy_e_freq_m_4.00,xy_e_freq_m_4.25,xy_e_freq_m_4.50,xy_e_freq_m_4.75,xy_e_freq_e_0.00,xy_e_freq_e_0.25,xy_e_freq_e_0.50,xy_e_freq_e_0.75,xy_e_freq_e_1.00,xy_e_freq_e_1.25,xy_e_freq_e_1.50,xy_e_freq_e_1.75,xy_e_freq_e_2.00,xy_e_freq_e_2.25,xy_e_freq_e_2.50,xy_e_freq_e_2.75,xy_e_freq_e_3.00,xy_e_freq_e_3.25,xy_e_freq_e_3.50,xy_e_freq_e_3.75,xy_e_freq_e_4.00,xy_e_freq_e_4.25,xy_e_freq_e_4.50,xy_e_freq_e_4.75,xy_e_freq_p1,xy_e_freq_p2,xy_e_freq_p3,xy_e_freq_p4,t_freq_m_0.00,t_freq_m_0.25,t_freq_m_0.50,t_freq_m_0.75,t_freq_m_1.00,t_freq_m_1.25,t_freq_m_1.50,t_freq_m_1.75,t_freq_m_2.00,t_freq_m_2.25,t_freq_m_2.50,t_freq_m_2.75,t_freq_m_3.00,t_freq_m_3.25,t_freq_m_3.50,t_freq_m_3.75,t_freq_m_4.00,t_freq_m_4.25,t_freq_m_4.50,t_freq_m_4.75,t_freq_e_0.00,t_freq_e_0.25,t_freq_e_0.50,t_freq_e_0.75,t_freq_e_1.00,t_freq_e_1.25,t_freq_e_1.50,t_freq_e_1.75,t_freq_e_2.00,t_freq_e_2.25,t_freq_e_2.50,t_freq_e_2.75,t_freq_e_3.00,t_freq_e_3.25,t_freq_e_3.50,t_freq_e_3.75,t_freq_e_4.00,t_freq_e_4.25,t_freq_e_4.50,t_freq_e_4.75,t_freq_p1,t_freq_p2,t_freq_p3,t_freq_p4,z_dwt_ar_-0,z_dwt_ar_-1,z_dwt_ar_-2,z_dwt_ar_-3,z_dwt_ar_-4,z_dwt_ar_-5,z_dwt_ar_-6,z_dwt_ar_-7,z_dwt_ar_-8,z_dwt_ar_-9,z_dwt_norm_-0,z_dwt_norm_-1,z_dwt_norm_-2,z_dwt_norm_-3,z_dwt_norm_-4,z_dwt_norm_-5,z_dwt_norm_-6,z_dwt_norm_-7,z_dwt_norm_-8,z_dwt_norm_-9,z_dwt_avg_-0,z_dwt_avg_-1,z_dwt_avg_-2,z_dwt_avg_-3,z_dwt_avg_-4,z_dwt_avg_-5,z_dwt_avg_-6,z_dwt_avg_-7,z_dwt_avg_-8,z_dwt_avg_-9,z_hmm_Wandelen,z_hmm_LiftAD,z_hmm_LiftAU,z_hmm_Tandenpoetsen,z_hmm_Trapop,z_hmm_Trapaf,label
0.2481627741534534,2.2934015197616753,5.080748883480781,5.176259164823357,5.300236531197317,7.110057591352526,2.878984306647166,1.4494268278442113,0.16174592778116592,0.3348167612837321,0.016979085029678206,19,27,19,5.406906778974164,0.6067029426699762,1.0242513023333333,0.010871171104814803,0.038205127718081024,0.0216563758795886,0.4963255483069067,0.404518996606325,0.4658506789195009,1.380521920197276,1.380521920197276,0.6409137624851976,1.1940754175967554,2.155940659909966,2.155940659909966,0.21278153482408543,0.592467288108254,0.6684653595494507,0.6684653595494507,0.09586353935482822,0.4069343137529394,0.4069343137529394,0.34083594714205584,0.056370441427290835,0.04595654348217788,0.03972894552339167,0.019577446683799418,0.011568633509894243,0.018054836332007024,0.10908066100965061,0.10078412352602145,0.0214802217526197,0.0871116620367179,0.2916020974177842,0.22603073295041348,0.004204424873220291,0.018796708856442627,0.03934848765281695,0.023135161719186257,7.965702955214543E-4,0.008215094610467653,0.01365343336034199,0.005949743070559754,2.5089397953319254E-4,1.750400857675842E-4,1.8402627723441246E-4,1.0,2.0,3.0,0.0,10.161497766961558,0.8784621265551894,0.8784621265551894,2.7912864525197754,2.7912864525197754,0.9243142291572201,1.383019045056048,2.378808845458145,2.378808845458145,1.121200676426826,2.2370270416600615,2.2370270416600615,0.9656152732125544,1.0741673263267657,3.0829423083154683,3.0829423083154683,1.8866030303017303,0.4648070410620803,1.4686199424364137,1.4686199424364137,0.5313914957129791,0.005762418176144445,0.006771446435950233,0.04401705345021184,0.04558253926178094,0.007158673183514501,0.012585117326711272,0.04151556080968303,0.03815397461121874,0.010731541855806584,0.029943802455137405,0.03222529937494591,0.007277198543304406,0.006625218245441636,0.05464651220602762,0.07168869350416121,0.02406569703529419,0.0013913070372529167,0.011341975500502031,0.017124475273932068,1.0,2.0,2.8,3.8,5.757968613294332,0.13832444182787954,0.39053959836431035,1.247040747651796,1.247040747651796,0.10070191650309672,0.10070191650309672,0.4045806117534507,0.4045806117534507,0.29405336188756054,0.6245869721686095,0.6245869721686095,0.37947946421042505,0.35582414557232367,0.7673729338238058,0.7673729338238058,0.5495400371318713,0.07857241370274592,0.4006752421881559,0.4006752421881559,0.8109428968939754,6.305350436312005E-4,0.004187665228397377,0.041853620874148206,0.03816188335126526,2.765413224345701E-4,4.66641714174579E-4,0.005006561270507106,0.006143554333102292,0.00346568460677205,0.011626482435451464,0.013211144519362044,0.0038722074729437197,0.0032668787466230325,0.017454547643675666,0.022328437329667643,0.008059619450196426,2.475621023837012E-4,0.00406713619155914,0.004730399469729437,1.0,2.8,3.8,0.0,0.007409257809923705,0.010455702378101723,0.1040261915849918,0.17526587821921447,0.7355675841791196,0.9299831140643856,0.9854924009690639,1.0,0.0,0.0,0.007409257809923705,0.003046444568178016,0.09357048920689008,0.07123968663422267,0.5603017059599051,0.19441552988526595,0.055509286904678254,0.014507599030936114,0.0,0.0,2.242856083203158,1.4381715526253025,5.632700986480132,-3.307488424337807,-0.015735765688726616,-0.027227468699490887,-0.008986036421787087,-0.003155762308099933,0.0,0.0,-1.7035296260987205,NaN,NaN,NaN,-1.2142212635920822,-2.494315020945024,Trapop
