1 61.25
2 66.25
3 73.75
4 78.125
5 80.625
6 80.625
7 80.625
8 82.5
9 83.75
10 81.875
11 83.125
12 85.625
13 81.875
14 80.625
15 82.5
16 81.875
17 83.125
18 83.75
19 86.25
20 81.25
21 83.75
22 81.875
23 83.125
24 83.125
25 85.625
26 83.75
27 81.875
28 84.375
29 87.5
30 86.25
31 84.375
32 83.125
33 82.5
34 85.0
35 84.375
36 88.125
37 86.25
38 85.625
39 86.25
40 83.125
41 87.5
42 86.25
43 88.75
44 88.125
45 86.875
46 87.5
47 85.625
48 85.0
49 88.125
50 85.625
51 85.0
52 83.125
53 87.5
54 85.0
55 88.125
56 87.5
57 85.625
58 89.375
59 87.5
60 86.25
61 86.25
62 89.375
63 88.125
64 83.75
65 86.875
66 83.75
67 84.375
68 85.625
69 86.25
70 85.625
71 86.25
72 88.75
73 84.375
74 86.875
75 86.25
76 90.0
77 87.5
78 88.125
79 85.0
80 86.875
81 87.5
82 81.875
83 84.375
84 87.5

