z_mean,z_stddev,xy_e_mean,xy_e_stddev,z_e_mean,z_e_stddev,t_mean,t_stddev,z_kurt,corr_z_xy_e,corr_z_e_xy_e,mcr_z,mcr_t,zcr_z,z_peak_mean,z_peak_stddev,z_peak_d_mean,z_peak_d_stddev,angle_mean,angle_stddev,z_freq_m_0.00,z_freq_m_0.42,z_freq_m_0.83,z_freq_m_1.25,z_freq_m_1.67,z_freq_m_2.08,z_freq_m_2.50,z_freq_m_2.92,z_freq_m_3.33,z_freq_m_3.75,z_freq_m_4.17,z_freq_m_4.58,z_freq_e_0.00,z_freq_e_0.42,z_freq_e_0.83,z_freq_e_1.25,z_freq_e_1.67,z_freq_e_2.08,z_freq_e_2.50,z_freq_e_2.92,z_freq_e_3.33,z_freq_e_3.75,z_freq_e_4.17,z_freq_e_4.58,z_freq_p1,z_freq_p2,z_freq_p3,z_freq_p4,xy_e_freq_m_0.00,xy_e_freq_m_0.42,xy_e_freq_m_0.83,xy_e_freq_m_1.25,xy_e_freq_m_1.67,xy_e_freq_m_2.08,xy_e_freq_m_2.50,xy_e_freq_m_2.92,xy_e_freq_m_3.33,xy_e_freq_m_3.75,xy_e_freq_m_4.17,xy_e_freq_m_4.58,xy_e_freq_e_0.00,xy_e_freq_e_0.42,xy_e_freq_e_0.83,xy_e_freq_e_1.25,xy_e_freq_e_1.67,xy_e_freq_e_2.08,xy_e_freq_e_2.50,xy_e_freq_e_2.92,xy_e_freq_e_3.33,xy_e_freq_e_3.75,xy_e_freq_e_4.17,xy_e_freq_e_4.58,xy_e_freq_p1,xy_e_freq_p2,xy_e_freq_p3,xy_e_freq_p4,t_freq_m_0.00,t_freq_m_0.42,t_freq_m_0.83,t_freq_m_1.25,t_freq_m_1.67,t_freq_m_2.08,t_freq_m_2.50,t_freq_m_2.92,t_freq_m_3.33,t_freq_m_3.75,t_freq_m_4.17,t_freq_m_4.58,t_freq_e_0.00,t_freq_e_0.42,t_freq_e_0.83,t_freq_e_1.25,t_freq_e_1.67,t_freq_e_2.08,t_freq_e_2.50,t_freq_e_2.92,t_freq_e_3.33,t_freq_e_3.75,t_freq_e_4.17,t_freq_e_4.58,t_freq_p1,t_freq_p2,t_freq_p3,t_freq_p4,z_dwt_ar_-0,z_dwt_ar_-1,z_dwt_ar_-2,z_dwt_ar_-3,z_dwt_ar_-4,z_dwt_ar_-5,z_dwt_ar_-6,z_dwt_ar_-7,z_dwt_ar_-8,z_dwt_ar_-9,z_dwt_ar_-10,z_dwt_ar_-11,z_dwt_norm_-0,z_dwt_norm_-1,z_dwt_norm_-2,z_dwt_norm_-3,z_dwt_norm_-4,z_dwt_norm_-5,z_dwt_norm_-6,z_dwt_norm_-7,z_dwt_norm_-8,z_dwt_norm_-9,z_dwt_norm_-10,z_dwt_norm_-11,z_dwt_avg_-0,z_dwt_avg_-1,z_dwt_avg_-2,z_dwt_avg_-3,z_dwt_avg_-4,z_dwt_avg_-5,z_dwt_avg_-6,z_dwt_avg_-7,z_dwt_avg_-8,z_dwt_avg_-9,z_dwt_avg_-10,z_dwt_avg_-11,label
-0.001776683672779927,0.13114922244017843,7.510282529401755E-4,8.537064946648816E-4,0.017136608025386676,0.020174400841847358,0.10934518564953338,0.0771644057332799,-0.6179739197670653,-0.05767529606538874,0.08232367969578233,8,4,8,0.07804558987333399,0.15941993027896625,1.389236352,0.20019018876111586,0.004614267521952991,0.0043463309953673465,0.16321964380461862,0.03429211314061458,0.012601380251933457,0.012601380251933457,0.00870729273403952,0.010317463606054305,0.010317463606054305,0.005720155346353392,0.004185630714707825,0.004185630714707825,3.3766963488737154E-4,1.9277279711367725E-4,0.9102834982573446,0.05790595072246804,0.007631655311816399,0.0057723162837422445,0.0031384018696319553,0.007196059868466067,0.005782405376964591,0.0011594172220626728,6.154289590551157E-4,5.059325949923121E-4,6.400691543883898E-6,2.5328419120078636E-6,0.7751937984496124,0.0,0.0,0.0,0.0015020565058803507,4.7017791252018713E-4,4.7017791252018713E-4,2.2771859936751785E-4,2.6103465403415257E-4,2.6103465403415257E-4,3.0664074371685536E-4,3.0664074371685536E-4,2.2903671768299786E-4,2.35150813124791E-4,2.35150813124791E-4,3.4476558397000654E-4,0.5609881908664938,0.06733290653239281,0.06713210214867608,0.03273673086242067,0.05004115306905222,0.03527875004170577,0.03448230991251184,0.03258566687000776,0.01753375604311071,0.03519623357257554,0.02907107853961556,0.037621121541437014,1.1627906976744187,1.937984496124031,3.294573643410853,5.232558139534884,0.21869037129906654,0.0484723925611315,0.020677319887717545,0.010242086076730572,0.009356582630479239,0.009356582630479239,0.007187144596926469,0.005654796766755659,0.005654796766755659,0.0031374982619213447,0.0029755630719394857,0.0022359178885717444,0.9301692124303936,0.0466021676639147,0.009659785632261112,0.0021558229325758724,0.00205042163430298,0.0036940600775669245,0.0023866546192882693,0.001306653605386782,9.691255489665833E-4,4.2605671294658617E-4,3.354029739039148E-4,2.446361684926209E-4,0.5813953488372093,1.550387596899225,2.3255813953488373,0.0,1.8085213862690204E-4,0.6040763146206982,0.7077865102203009,0.8815438957276278,0.9682096293774923,0.9891148109611954,0.9967881375444962,0.999342743252054,1.0,0.0,0.0,0.0,1.8085213862690204E-4,0.6038954624820713,0.10371019559960279,0.17375738550732683,0.0866657336498645,0.020905181583703008,0.007673326583300969,0.002554605707557695,6.572567479460112E-4,0.0,0.0,0.0,-0.028276981216063368,-1.6340001880346797,0.408602552067293,0.05936451236603383,-0.019721345122219562,-0.013972567000083298,-1.63506190910244E-4,-7.020652734475067E-5,-2.5518435842756995E-5,0.0,0.0,0.0,LiftAD
