z_freq_e_2.08,z_freq_e_2.92,xy_e_freq_m_1.25,z_freq_m_4.58,z_dwt_ar_-7,z_dwt_ar_-6,z_dwt_ar_-9,z_dwt_ar_-8,z_dwt_ar_-3,z_dwt_ar_-2,z_dwt_ar_-5,z_dwt_ar_-4,t_freq_e_3.75,z_dwt_ar_-0,z_freq_m_2.50,t_freq_m_4.17,z_dwt_ar_-1,z_freq_e_3.75,t_freq_m_0.00,z_freq_m_0.42,xy_e_freq_e_0.42,t_freq_m_3.33,z_e_stddev,xy_e_freq_e_3.75,xy_e_freq_m_1.67,xy_e_stddev,z_freq_m_3.75,t_freq_m_2.50,z_peak_stddev,xy_e_freq_p3,z_freq_e_1.25,mcr_t,xy_e_freq_p4,z_peak_mean,xy_e_freq_p1,xy_e_freq_p2,z_freq_e_4.17,t_freq_m_0.83,mcr_z,t_freq_e_1.67,zcr_z,t_freq_m_1.25,t_freq_e_0.83,t_freq_e_0.00,xy_e_freq_m_2.50,xy_e_freq_e_1.67,z_freq_m_1.67,t_freq_e_4.58,z_e_mean,t_freq_e_2.50,xy_e_freq_m_4.58,xy_e_freq_m_0.42,corr_z_e_xy_e,z_freq_e_0.42,z_dwt_avg_-5,z_dwt_avg_-6,z_freq_p4,z_dwt_avg_-7,z_freq_p3,xy_e_freq_m_3.33,z_dwt_avg_-8,z_freq_p2,z_dwt_avg_-9,z_freq_p1,z_dwt_avg_-0,z_dwt_avg_-1,corr_z_xy_e,z_dwt_avg_-2,z_peak_d_mean,z_dwt_avg_-3,z_dwt_avg_-4,z_dwt_norm_-8,z_dwt_norm_-7,z_dwt_norm_-6,z_dwt_norm_-5,xy_e_freq_e_0.83,xy_e_freq_m_4.17,z_dwt_norm_-9,z_dwt_norm_-0,z_freq_m_4.17,z_freq_e_3.33,z_dwt_norm_-4,t_freq_m_3.75,z_dwt_norm_-3,z_dwt_norm_-2,z_dwt_norm_-1,xy_e_freq_e_2.08,xy_e_freq_e_2.92,z_freq_m_0.83,xy_e_freq_e_0.00,z_mean,z_freq_e_0.83,xy_e_freq_m_0.83,z_freq_e_2.50,z_freq_m_3.33,t_freq_m_0.42,t_freq_m_4.58,z_freq_m_0.00,z_freq_e_4.58,z_freq_e_1.67,t_freq_e_2.08,xy_e_freq_e_4.58,z_freq_m_2.92,t_freq_e_3.33,t_freq_e_0.42,xy_e_freq_m_2.92,t_freq_m_1.67,t_freq_m_2.92,t_freq_e_1.25,t_mean,t_stddev,t_freq_e_4.17,xy_e_mean,z_peak_d_stddev,z_kurt,z_freq_m_1.25,t_freq_p1,t_freq_p3,t_freq_p2,xy_e_freq_m_2.08,xy_e_freq_e_1.25,angle_mean,t_freq_m_2.08,xy_e_freq_e_4.17,xy_e_freq_m_0.00,z_freq_e_0.00,t_freq_e_2.92,angle_stddev,xy_e_freq_e_2.50,xy_e_freq_e_3.33,t_freq_p4,z_freq_m_2.08,xy_e_freq_m_3.75,z_stddev,label
0.07925747651282872,0.18757387470855216,0.0032607414243166735,1.7545557459414639E-4,0.3981229986273579,0.14517729477568284,0.9595755553273387,0.8128361697475289,0.01347641459484207,0.00288304165995549,0.07750092732263239,0.023803484091354597,0.014151214680685767,1.3539814791594133E-5,0.003845740189746737,0.007676395727075868,3.650580465795402E-4,0.1452008785702356,0.19365853598941896,0.0018221992993091517,0.07730535075736156,0.014018364128023087,3.6649425119938137E-4,0.03294967337824414,0.0024002866112931907,0.023007230249714475,0.006545845391153441,0.007716542044825095,0.010191465591619521,1.8222666000998502,0.03352010814876408,318,3.070394408387419,0.030413650714750006,0.7488766849725412,1.27309036445332,0.0014815649705810878,0.01310312831658246,238,0.013999210460138243,238,0.011681977309490131,0.022944827285773007,0.8390447054267454,0.0030682335553145145,0.03486431101362353,0.0020717064390412807,0.008406988536134292,2.307329621559305E-4,0.008567147092085363,0.0025873574673740277,0.0037620707140182553,0.34786963276616645,0.047652665102341465,3.3812912177511696E-4,-0.003415952087714989,0.0,0.002210374536090114,0.0,0.0036948386930334394,-3.567759328875853E-4,3.8691962056914626,-9.72795082283898E-5,0.873689465801298,0.0017701184304560686,0.009019238879080467,0.2025573183382913,0.014353477865552494,1.4990598238461537,0.014037537554578828,-8.519028765680962E-4,0.4147131711201711,0.25294570385167503,0.06767636745305045,0.053697443231277786,0.07257185040047638,0.0025873574673740277,0.14673938557980992,1.3539814791594133E-5,3.4345588423768676E-4,0.27159462460104244,0.010327069496512527,0.014018364128023087,0.01059337293488658,0.0025179836133759495,3.515182317879461E-4,0.025754010840392152,0.031693507604734356,0.0018221992993091517,0.5546791852411752,-3.16794474774643E-4,0.040050538404467,0.0036857534358007526,0.10299894985408464,0.006545845391153441,0.01310312831658246,0.007676395727075868,0.001875879200267061,5.07121862980362E-4,0.05644264870478026,0.00997987746646091,0.02104028191007985,0.003855121567877902,0.01846831980775171,0.028791957834057712,0.0030682335553145145,0.0074789500987684195,0.007716542044825095,0.017833289803532798,0.09682926799470952,0.06969862244279543,0.006904599180823427,0.01400064683764,1.3361819207261363,0.5212623184187861,0.0017268619818665706,0.8487269096355466,2.121817274088867,1.4977533699450825,0.002391552543831883,0.05801976706243563,0.003111697110883825,0.006995394762041231,0.019563524868138265,0.028001293675279988,0.03371954855934225,0.010907862425811262,0.0019937264805042097,0.02812433715353637,0.04343419976980273,3.070394408387419,0.00261995872411828,0.0036948386930334394,0.015190385265597782,Tandenpoetsen
0.011114657092092365,0.1791293097877894,0.042714452343235926,7.846200566043243E-4,0.05555155511337748,0.030369167874085102,0.7630086660768902,0.30844881705602567,0.006050771121364552,0.004928231349940705,0.015134832063884364,0.009471462506976067,0.0015130332669716295,0.0015643840538951189,0.010056035420415532,0.014563221981196667,0.001804608438050203,0.2896586361904699,1.193515947227122,0.006103068765321637,0.05112054338083375,0.020112564195318185,0.015269536210763712,0.00302602875484888,0.021977233224347748,0.8208851827697144,0.05637426006269289,0.012577392850897881,0.051889961938039776,0.0,0.007711331568042024,463,0.0,0.19141602839927058,0.4832863471606927,7.652033830044301,8.406580175945659E-4,0.025693654348079454,369,0.001377832446190838,371,0.023274256962314874,0.00545911333572612,0.9625116803028313,0.019170781882252037,0.0028680104231260063,0.004907939505058664,0.001459422837442307,0.009540293383991604,0.0010153057498961642,0.022450790752866125,0.12897086023421023,0.23204526228795383,0.008621824439223482,0.02466822506978615,0.010595238352135364,0.0,7.771307423932773E-4,0.0,0.030723105082303626,0.004130014758568565,0.0,4.640215485468302E-4,3.886427708417237,0.18183535935384326,0.07125497520433156,0.004159829931159936,0.18044973385878754,1.489849736,0.015381468966307876,0.012704323752394097,0.25289726194264817,0.02518238723929238,0.01523433581020074,0.005663369556908299,0.017158798508042344,0.019620911956582443,0.45455984902086444,0.0015643840538951189,0.0013576991444514256,0.45347956442824117,0.0034206913856115145,0.020112564195318185,0.0011225397714238472,0.0031236229118905023,2.402243841550841E-4,0.0021109705879101878,0.002427183264418942,0.005322348632551444,0.9026565181322123,0.003787148915945918,0.007646721227474104,0.05331389647261692,0.021957134962582066,0.05637426006269289,0.06354141866939181,0.014563221981196667,0.007574297831891836,3.905134174661161E-4,0.008139550960591562,9.596654670968492E-4,0.0031146377273512187,0.03637302234333553,0.0017046541935488936,0.018616938158929074,0.01928038495213944,0.01773441089741184,0.010650949878598836,0.0031796406231331007,0.596757973613562,0.4603039251825519,0.0010483424808204146,0.5583741570858706,1.5903860532735954,0.557171728622226,0.004907939505058664,0.5235602094240838,0.0,7.652033830044301,0.019170781882252037,0.007728317428841822,0.0038702750574905946,0.012577392850897881,0.0020795576104485026,1.1167483141717383,0.011310097908433172,0.0011543711374132752,0.003107362268735642,0.002066720045587945,0.003642714136377998,0.0,0.008142830342757569,0.030723105082303626,0.09762063768044164,Tandenpoetsen
0.043153700843928,0.17632323637578068,0.01795451607091863,2.323780378169222E-5,0.06972457099771606,0.03978841875457775,0.7822340078537485,0.36387037979615133,0.010264458194498947,0.008098914490048015,0.02285070553325012,0.017537073286169633,0.0017590951789460076,0.0023722824779668235,0.010556795892475978,0.010586089933122527,0.0030850171757146852,0.23053413548744697,0.6513410978475102,0.003616998832210283,0.09003484891340124,0.00671537891325684,0.005498426617012099,0.0037251521192548055,0.01795451607091863,0.3020998594650552,0.018851646133609706,0.010555701214928348,0.05468639069566091,1.880456682337139,0.025224711474597872,502,7.740094022834117,0.11528600400764395,0.48690396239086636,1.007387508394896,2.56562938542283E-6,0.02121231516189659,396,0.003910905862101096,400,0.016965257260334415,0.008736836373003726,0.9409105967197537,0.008726102243568791,0.010541688316213518,0.005613533339092878,0.003209282501997305,0.0027835485803427394,0.0016154321948247932,0.01194858665641777,0.0522387863124303,0.5265356111310753,0.01660090773882937,0.003273793304601495,-0.007396434142078164,0.0,5.131837528564265E-4,0.0,0.009491015563270538,0.001479409644470399,3.844862323707186,-5.539773673963493E-4,3.0725319006044325,0.11302186451868475,0.0619502720594791,-0.015486187749860618,-0.11549822216705927,1.619387554133333,-0.03405750886386935,-0.005909570532755041,0.29414580879843527,0.029936152243138312,0.016937713221327637,0.005313632247080485,0.030904042722908094,0.010208232602897806,0.41836362805759714,0.0023722824779668235,6.474460908697971E-5,0.3562615131221256,0.007272615091670688,0.010586089933122527,0.0021655437044509323,0.00501389731433333,7.127346977478612E-4,0.004582510550518989,0.0030879119493409674,0.0035729480057029336,0.8207682995263206,0.002780634582821957,0.018052578640787922,0.027258550692945038,0.07605302994021547,0.018851646133609706,0.03901321847815631,0.010061151265908444,0.0055612691656439185,1.177430551138615E-6,0.0339990308261356,0.0016201037426111905,0.007924888993756004,0.017511863495196872,0.0013399848163205559,0.02713525632544899,0.009491015563270538,0.016965257260334415,0.010555701214928348,0.005884286602567931,0.32567054892375474,0.27669585078758285,0.00239847939194808,0.1798126429703971,1.349887926344496,1.9808303197215764,0.0049985170015992555,0.48690396239086636,1.880456682337139,1.0241773002014776,0.009871849500862898,0.016635604454273513,0.003668224819811362,0.0105706695695886,0.004985701835988388,0.3596252859407943,0.023793412490216007,0.0014797402904765018,0.0036963467234612133,0.0037337998630916068,0.003075550754932315,7.689724647414372,0.006922880642385696,0.010208232602897806,0.05269486761000596,Tandenpoetsen
0.022591067871719377,0.16800290815442276,0.05525915012560689,5.60451135109098E-4,0.08489336394282919,0.05104883514341946,0.7842707632592593,0.3693058519181445,0.01450292977075125,0.006993131750340442,0.021539592870419042,0.016981460082069043,0.0014711635788543734,0.006448644376753771,0.01006342039272534,0.012154079587526382,0.006700353208372931,0.2843361524168762,1.029536666414879,0.00576991834651816,0.05845969156375078,0.01204305501853852,0.013856802395376167,0.0037281176133567534,0.02891706613001467,0.6897539419014013,0.04915822916972753,0.012362715313774841,0.06124160138369518,1.6173329264571255,0.013530926502271277,535,6.545620994812328,0.17956998759776968,0.6103143118706134,1.1138236191638693,7.92648091146228E-4,0.03397797146706688,466,0.0035375799530471086,464,0.0331853622451398,0.013162940922025865,0.9445277810347877,0.022833038498395217,0.009378498720676596,0.0063523580792637325,0.0026401804126363576,0.008339736742065739,0.0014688812949226599,0.02588291529054979,0.10232126309524282,0.4566670905367518,0.00808176152025985,-0.014476342201957502,0.032978845035457116,0.0,-0.002807232470721883,0.0,0.01843557021116365,0.02028575968692544,0.0,3.30357764715715E-5,3.875495880378395,0.2714084821361139,0.05362143463812172,0.016348878116656425,0.01583749001199268,1.6383706331428571,-0.06539913451995868,0.01264559944012085,0.2844124879753153,0.03384452879940973,0.029509242273000412,0.00455813278835,0.04489235834026078,0.02588291529054979,0.4149649113411148,0.006448644376753771,0.0013748595448483522,0.42361475484446093,0.002478530311317792,0.010967549994322947,0.007509798020410807,2.927785419675105E-4,2.51708831619159E-4,0.007226065425339899,0.0022698568507976825,0.006085221141596737,0.8286270191365123,0.004317773346731174,0.011513247354073984,0.06030587440036393,0.042164569805135,0.04915822916972753,0.04604256464478523,0.014902684078714897,0.008635546693462358,2.3029903605535862E-4,0.013789576278453149,0.0025386973749027602,0.009696545995860952,0.02755934082486077,0.0013579539002850415,0.01977588725025617,0.016713775198374393,0.019368928734448353,0.01204305501853852,0.006182590351288336,0.5147683332074388,0.4011920226410551,0.0021071888674299676,0.41755262257997644,1.4297676534808643,0.763832973335794,0.006085221141596737,0.6103143118706134,6.545620994812328,1.2816600549282882,0.028435411808022424,0.02222543877544467,0.004153904499709621,0.017924462030970582,0.006704820932883489,0.8351052451599538,0.011352088125125935,0.0012291550595635763,0.0031611889065191498,0.003851023730002703,0.0029405629151133725,7.567897467195606,0.007923485560997675,0.01843557021116365,0.09123394977608866,Tandenpoetsen
0.11893236231864862,0.16522607185801738,0.02773390647485161,1.4837724747899372E-4,0.8306646290758336,0.4049462200898795,1.0,0.9635001419156226,0.01987788080382063,0.016570373466229527,0.13106321251446454,0.03894657177549788,0.004012825999761599,0.0036077809795094116,0.012416921936313354,0.01733438487273083,0.0044736795534787354,0.12997716839360227,0.5406997285172179,0.005232837909688207,0.10582970684380878,0.019433838257444373,0.002959171000454678,0.008640679372955073,0.022628205323720223,0.19209985380010447,0.015238150277094548,0.015418154897623715,0.039958151878817884,2.014098690835851,0.051703200105106865,162,5.0352467270896275,0.07966874379636352,0.45317220543806647,1.2588116817724069,9.577883041179093E-5,0.03802978455153993,124,0.006582901062577938,126,0.03802978455153993,0.017043337488013677,0.8965438019257383,0.012073402491046385,0.02046270498927095,0.008141148139160248,0.006470974244684764,0.001605180211051918,0.00368649549108386,0.02077812973196188,0.0631606327406064,0.2143309355728098,0.02781014367661225,-0.008108792468253872,0.012158955466492302,0.0,3.0934968067558E-4,3.9274924471299095,0.013820568286380187,1.0672986366375969E-4,3.0715005035246725,3.747407297230843E-5,0.7049345417925479,0.057171936249728654,-0.028008917907617663,-0.011248078938622884,-0.04146682410059697,1.3264662125714288,0.007710279598088017,-0.0025183046705751925,0.13283551283978892,0.4257184089859542,0.273883007575415,0.09211664073896665,0.04131628614592633,0.01747683412971205,0.036499858084377376,0.0036077809795094116,3.5463932675923536E-4,0.20268875832921202,0.019068690971677252,0.013856241843149375,0.0033075073375911056,0.01209669391275079,8.658985739693245E-4,0.011577284792648098,0.007949792874576369,0.006779869378136696,0.7354158800483491,9.820795027052824E-4,0.041096760921743934,0.02773390647485161,0.169350706880359,0.015238150277094548,0.061561100177509764,0.025851622612981993,0.005742991739302621,3.986081640844145E-5,0.06423955010957995,0.003457630116677165,0.014616059708405042,0.012416921936313354,0.004109970414042974,0.036137818918589776,0.01115929130493558,0.02775988483306128,0.019433838257444373,0.013153060886541008,0.27034986425860935,0.20601489587806382,0.00446171274314263,0.11388326489063595,0.9601521830122276,1.4188009846410266,0.007616902835580291,0.45317220543806647,2.014098690835851,1.2588116817724069,0.016704176192664462,0.027507191439823914,0.0037149627343796934,0.01471916284904633,0.010398006320505072,0.22776652978127185,0.028839637760297503,0.0043394707091464185,0.002591955177518539,0.007733961027249068,0.008552446436482224,5.0352467270896275,0.010203736184523705,0.013820568286380187,0.040072844718797074,Tandenpoetsen
0.09482316311411428,0.13504745314223807,0.0043278869068330075,4.716354435166643E-5,0.11096610929941295,0.04562870302960355,0.5902021292800149,0.2980906246422619,0.013399612441921427,0.010690076872480294,0.022022800604390252,0.01526965784012075,0.009154405710073532,0.008109416991940394,0.003390387029548946,0.006240605091392346,0.009765329897969372,0.05695260956141219,0.23568026420997332,0.002666422263801856,0.09813647566837508,0.005896613118521144,0.0027405416765239245,0.02239213799169433,0.004097015449477816,0.04391939771571357,0.0032121247571124654,0.006479327434605921,0.036274409888037575,2.4328249818445897,0.10999294809715902,677,3.558460421205519,0.044354079341729684,0.6535947712418301,1.5341321713870733,6.683656417149309E-5,0.008127380155429456,623,0.017873912933326373,631,0.009800550705251331,0.021068740658225255,0.8270823558364776,0.0033587858985070023,0.04309832387894416,0.002917156505715457,0.013832658263688123,4.622445914980433E-4,0.010168335985767812,0.0034813965605674227,0.0065314442932575744,0.2206905058385841,0.08178492003356505,0.0030195889179236365,0.0014476032626450658,3.122730573710966,0.0010237521282893828,2.142338416848221,0.0030116219384104877,0.004592519896730981,1.2254901960784315,-2.1819125001728429E-4,0.6172839506172839,-0.1294867436322522,-0.05851257871726298,-0.007881916501178251,-0.024907951384219352,2.1200346105294114,0.014027117472386545,0.0030408684147083948,0.18712451534284893,0.0653374062698094,0.0236059024252133,0.006753142764269502,0.057860484546628156,0.0030055931633890445,0.2921115046377531,0.008109416991940394,5.0440097745373866E-5,0.1250126011526193,0.001870045398199325,0.005896613118521144,0.002709535569441132,9.247469745109232E-4,0.0016559129060289765,0.033419859701584495,0.02136114012676286,0.002575960465226307,0.5417363343324901,-0.0013806088622088078,0.08618989197463361,0.0043278869068330075,0.09836461684116435,0.0032121247571124654,0.014112482924610628,0.006240605091392346,0.0027612177244176164,5.829468171660813E-5,0.1269197038095138,0.013088310678027015,0.05134483406875791,0.003390387029548946,0.010437600438479312,0.03643210652840119,0.002566319129065623,0.009800550705251331,0.006479327434605921,0.019878437422745466,0.11784013210498712,0.09549710107953417,0.010555651324281077,0.02254209273933227,2.7083776541794893,33.017383947735865,0.0026191535677302824,0.5446623093681917,2.4328249818445897,1.8609295570079885,0.003496939098568525,0.05146029121430538,0.0030790992201177223,0.007309989435840081,0.033582835537361376,0.04508418547866458,0.08478696102769225,0.010427484220507549,0.002103978479371065,0.0220926884989106,0.02351459443418544,3.29520697167756,0.002917156505715457,0.0030116219384104877,0.021457448641193432,Tandenpoetsen
0.13008070523248316,0.10138323638463134,0.020982215419795638,6.634559231256266E-5,0.12459629644361277,0.03581776196835854,0.6982991812197272,0.30716373675425646,0.0035981013844573377,0.0013168586651930755,0.010999350096786917,0.004748769093885207,0.009333245502384478,1.9249696596256106E-4,0.010839525201330554,0.011413180693175307,0.0010518324984604404,0.04416389123162723,0.34722193002030327,0.011942673415186005,0.18344645161490059,0.011596798265861326,0.028932090032022607,0.01796223389439925,0.012735304883307595,0.16754241825246804,0.010415180010865471,0.008822581121777792,0.2142977065782342,1.8511763633047602,0.11413734434551848,471,2.3618457049060733,0.22588686665306587,0.5745030093014772,1.2675542586175452,1.908646774847181E-5,0.020772814805878958,602,0.01544381137328115,598,0.020772814805878958,0.043349076471968145,0.7801713741940876,0.008032892469020494,0.04700070329236237,0.00889700885241965,0.010315935496390278,0.0048979472948093225,0.009236346741632557,0.01003150445235589,0.025138750044755392,0.13507754556114612,0.10096264751836691,-0.02689987527515971,0.03185201921121462,3.78442458508116,-0.004156417093133846,2.5624658033923033,0.009593058359388444,0.0045383134897496145,1.477293452489513,0.002043579681023532,0.9483859201167244,-0.05624653065013424,-0.11884069427265143,-0.04198826271004733,-3.146209018215669E-4,4.245886484791667,-0.048603117900963416,-0.008717851682388512,0.18256744031064373,0.08877853447525422,0.02481841187157163,0.006250581002901709,0.13670516519850967,0.01003150445235589,0.39113544446547077,1.9249696596256106E-4,1.1405312651128577E-4,0.09900701476503758,0.0011506677094278688,0.011596798265861326,0.002281242719264262,2.65026166732635E-4,8.593355324978791E-4,0.02880032023254831,0.013431496163608822,0.011942673415186005,0.4108705546080841,-0.0015441309941337657,0.13002203759616657,0.020982215419795638,0.12012477536979257,0.010415180010865471,0.029225895374457023,0.011413180693175307,0.007549197278005936,7.97122264463013E-6,0.11011085674868577,0.010860202071118005,0.029455337964743686,0.009080783794146622,0.010486737744814156,0.0645908549204138,0.0077746802205398615,0.013342360808527987,0.00971349413032867,0.025892553873923696,0.17361096501015147,0.1703745246883876,0.009745111804094451,0.054265004452805965,5.037628337192702,32.740644333644006,0.009883597742465573,0.583622104687215,1.8511763633047602,1.2675542586175452,0.010247217977628308,0.07794840840364488,0.0020589602647834867,0.012492262940244452,0.022538170011601688,0.10853000890561222,0.049980433117297204,0.010574749805891836,0.009185509343304138,0.015358164178134464,0.016482994437462064,2.471274849534926,0.010839525201330554,0.009593058359388444,0.06997468098723161,Tandenpoetsen
0.058884921421297344,0.22013363037564096,0.01528109031184923,2.667101012627744E-5,0.11078087229594968,0.05612805006185474,0.8065238139737965,0.4228057496937617,0.011250769578730307,0.0016469968488500377,0.03182090013302772,0.024649730648646485,0.0017634169634082604,5.5029629930147335E-5,0.005447691440900565,0.010712538036477679,6.350483873493932E-5,0.14270125172745793,0.693520297635212,0.0026286846891294046,0.08661379625190284,0.009296788555641389,0.0015654697558020372,0.0029753958457099587,0.012300891773906116,0.3324655469825755,0.008017598923298737,0.009132919076326719,0.026120637249639176,7.655677655677656,0.03340980086680263,481,0.0,0.055531399838907515,0.5128205128205128,1.1904761904761905,1.845034615984203E-5,0.034854495599357126,318,0.002455127629374094,320,0.012579588536990273,0.011460721364427377,0.9339659241549938,0.009569086289345835,0.004912176993319122,0.0030540260831574224,0.002714242965535027,7.315770123697232E-4,0.0014582891179765725,0.011205620499272692,0.058510507720512514,0.27427770689108305,0.036657898837724884,0.0030437291589147293,0.009680440959792168,0.0,-0.004315090245855797,3.663003663003663,0.009436693339082272,0.0011208972064821335,1.9597069597069596,-5.110412943373069E-6,0.9523809523809523,0.009607820116529987,0.0037705245307392736,0.01447076693375762,0.009970198002348534,1.953733238153846,-0.006465642898466302,0.0051927952778613035,0.31202487739781204,0.054652822234094955,0.02430714992882702,0.007171169484381238,0.0310095303860583,0.008324250689402887,0.3837180642800348,5.5029629930147335E-5,8.355310213840371E-5,0.30842836476280155,0.013398961069916178,0.00891952090599572,0.009603772729880269,0.0015834920101150986,8.47520880479199E-6,0.0027261902947001366,0.0038320931456094836,0.0026286846891294046,0.8454891412652531,3.347763095698199E-4,0.034450186012216125,0.04000301232588436,0.09536683514267982,0.0090764224021475,0.048254517245547565,0.011270959242101752,0.0030366246221851575,4.80526681905873E-6,0.037656215854994256,0.0016113869089371396,0.004337090780107456,0.0090764224021475,0.00198485451085479,0.03501014739363977,0.009222793603992323,0.012579588536990273,0.009296788555641389,0.0035256152556564263,0.34676014881760625,0.2857886275088723,0.002137108885994219,0.2011562457754854,3.8852934656509706,2.5725384496735,0.0030540260831574224,0.4945054945054945,7.655677655677656,1.0073260073260073,0.009569086289345835,0.008161076672112777,0.005783351690285105,0.009823112349499936,0.0029751288026049973,0.40231249155097115,0.032287639385405714,0.0019131648492024705,0.006017450133628686,0.0027888546757715055,0.0041795248868502985,0.0,0.0036140130975999166,0.009436693339082272,0.027050563233464716,Tandenpoetsen
0.02870300825019127,0.16516116401495837,0.018000669242013607,4.5860312187797984E-5,0.23478742563425553,0.19236252570872406,0.8155857868558133,0.46745540307484196,0.10324837833287662,0.08998172661089701,0.17371323637747188,0.16399077508694432,0.0024314622110343117,0.0015057713229470282,0.007720648998846706,0.008822270996812653,0.0105112568990539,0.23058915274518,0.5851367618797892,0.002757387716263888,0.11079340203686883,0.01186397840189164,0.004649087094282489,0.0053928908075518665,0.010016119457589354,0.23563659229177655,0.020788574809278128,0.010024230279425264,0.04454545435793115,6.84655658477648,0.018165289727252242,471,7.3902537253322595,0.10121475387951524,0.5034232782923882,1.3089005235602094,1.683074768540688E-5,0.022030231014107286,286,0.003933393076215133,284,0.015043529455381073,0.01155223545481526,0.9269641521742963,0.008355139761513659,0.008046468679882407,0.003895844601226086,0.0029839438041205967,0.0026165603278879633,0.0023966467432506894,0.011052262345456742,0.04380829449681491,0.7664294604005809,0.012230245174993026,-0.0019784063501687623,-0.0011409861378243284,0.0,-0.002061245144862218,0.0,0.011537072462422145,4.968249512533944E-4,0.0,2.6403993144476006E-4,3.906564639548933,-0.09175421925883996,-0.22438824440308336,-0.05545606143510628,-0.33748987518296997,1.450191159652174,-0.021112991795100806,-0.03326820456431201,0.2326679774405864,0.04242489992553148,0.018649289331252202,0.009722461290527545,0.04172695167288967,0.009003790940004393,0.34813038378097144,0.0015057713229470282,1.4828047835795967E-4,0.3652952456374611,0.06074239675406772,0.01186397840189164,0.013266651721979605,0.07947046971184311,0.009005485576106875,0.005168522467276712,0.0040652207219039355,0.0029823169952405072,0.7841137186478228,-0.001622573638460676,0.012476891907997932,0.03003517355229545,0.048243130729147904,0.020788574809278128,0.03936412720233932,0.014731370545975397,0.015388400242823818,3.039727156572517E-6,0.021809597644372184,0.0022717169279823433,0.007909357947762052,0.014841672944955444,0.0022101600752004176,0.034960662952964947,0.007877939588219017,0.01263901255223886,0.0077034975306618635,0.006141537028885753,0.2925683809398944,0.23098926347372875,0.0021251137680724933,0.13631424850004467,0.9830106445992389,1.1776593868335787,0.003823755138824901,0.5235602094240838,5.356423681031011,1.1880789367700362,0.010016119457589354,0.01795607381575373,0.0034559318015532155,0.010024230279425264,0.005265005800272018,0.272628497000089,0.09730640369360395,0.002028975783161773,0.0032584737788288122,0.004749556402057093,0.0048128309999587475,7.410390656463955,0.004712656829351176,0.011537072462422145,0.051136882349393745,Tandenpoetsen
0.08659873705841879,0.1500975290944754,0.008402407324858769,1.3946223978794455E-5,0.2292125284833328,0.08661496968189174,0.8613436354892361,0.5590177042125318,0.0039450329348971625,0.003440050741194601,0.023297045659451125,0.009413984108327477,0.008273604438522389,0.0012912592047435298,0.003220702429953247,0.006908872424044216,0.0012912668179902804,0.06926450167963065,0.26389862135956227,0.00216272443444919,0.10713570311942307,0.007101804914252554,4.671745821932904E-4,0.019240845610048848,0.006512547258207038,0.05861050517365808,0.004757231314288209,0.009069842104892901,0.011424261458200226,2.8261490151298885,0.07737496831437007,499,3.6397373679703113,0.032353161373167245,0.8135883528404225,1.555809306308878,1.9976479893735732E-5,0.015823318284361346,378,0.02124443827235076,376,0.015823318284361346,0.02125464230634063,0.8212169366631635,0.006523055213909131,0.07074769210994693,0.0023683993052191913,0.01041518230957487,2.6448357305157346E-4,0.012647701190789604,0.0048360892747624775,0.010570680249907856,0.4151084331909571,0.09836313393787414,-0.001069654024137966,-0.0054048141159751635,3.7967456465886382,-0.0037522227001588722,2.2409363402797604,0.004879383722003796,0.0017237301265272812,1.5843562660576649,1.1424364497087336E-4,0.642306594347702,-0.02165527373960098,-5.2582582951574836E-5,0.13902817275717286,-0.0024405013466556862,1.396907884244898,0.002359476773043551,0.006617398797878026,0.32980517572919904,0.14259755880144107,0.06331792402244062,0.013883061551123645,0.0653929356375334,0.0038018953306141893,0.3023259312767042,0.0012912592047435298,4.4771919184709686E-5,0.14890155014673673,0.005468951173430315,0.007101804914252554,5.049821937025615E-4,0.0021487839232043203,7.613246750699754E-9,0.06700788756517496,0.026326218982300732,0.002519723712681416,0.4813644991363868,-5.392975097327905E-4,0.09228617422221858,0.008402407324858769,0.10882954111103828,0.004757231314288209,0.01916118427397585,0.009686100062470207,0.00216272443444919,2.428163168631627E-6,0.08598265285777845,0.01905324696666761,0.02113276369511025,0.0033526268549082553,0.00709723075911381,0.04364184053199663,0.004879383722003796,0.009863138535630778,0.007911942476687767,0.01984335895028418,0.1319493106797813,0.1089908854625483,0.00762754103184873,0.02902175903263602,0.8466849049997344,1.1278708707518632,0.002519723712681416,0.8135883528404225,3.2115329717385097,2.426491578646874,0.006523055213909131,0.060840951570788775,0.0029442632418288546,0.009863138535630778,0.018888475038741206,0.058043518065272,0.08227880693439635,0.0076842765793473655,0.0019258488876399546,0.04346102459798263,0.018461002936562554,4.010847844704539,0.002339448955932482,0.003749413278230703,0.01625632713057272,Tandenpoetsen
