1 55.0
2 59.375
3 64.375
4 72.5
5 75.625
6 77.5
7 80.0
8 80.0
9 81.25
10 81.25
11 81.25
12 82.5
13 81.875
14 82.5
15 82.5
16 83.125
17 84.375
18 85.0
19 83.75
20 83.125
21 83.125
22 83.125
23 83.75
24 84.375
25 85.0
26 85.0
27 85.0
28 88.125
29 86.25
30 86.25
31 85.0
32 85.0
33 85.625
34 85.625
35 85.625
36 85.625
37 85.0
38 85.0
39 85.0
40 85.0
41 85.0
42 85.0
43 85.0
44 85.625
45 86.25
46 86.25
47 86.25
48 86.875
49 87.5
50 87.5
51 88.125
52 87.5
53 87.5
54 87.5
55 87.5
56 86.875
57 86.875
58 86.875
59 87.5
60 85.0
61 85.0
62 84.375
63 85.625
64 85.625
65 86.25
66 86.25
67 86.25
68 86.25
69 87.5
70 87.5
71 87.5
72 87.5
73 87.5
74 87.5
75 87.5
76 87.5
77 86.875
78 86.25
79 86.25
80 85.625
81 85.625
82 86.25
83 86.25
84 86.25
85 86.25
86 85.0
87 85.0
88 84.375
89 84.375
90 84.375
91 85.0
92 85.0
93 85.0
94 85.0
95 85.0
96 85.0
97 85.0
98 85.0
99 85.0
100 85.0
101 85.0
102 85.0
103 85.0
104 85.0
105 85.0
106 85.0
107 85.0
108 85.0
109 85.0
110 85.0
111 85.0
112 85.0
113 85.0
114 85.0
115 85.0
116 85.0
117 85.0
118 85.0
119 85.0
120 85.0
121 85.0
122 85.0
123 85.0
124 85.0
125 85.0
126 85.0
127 85.0
128 85.0
129 85.0
130 85.0
131 85.0
132 85.0
133 85.0
134 85.0

