z_dwt_norm_-8,z_dwt_norm_-7,z_dwt_norm_-6,xy_e_freq_m_1.25,z_dwt_norm_-5,z_dwt_norm_-9,z_dwt_norm_-0,z_dwt_ar_-7,z_dwt_ar_-6,z_dwt_ar_-9,z_dwt_ar_-8,z_dwt_norm_-4,z_dwt_ar_-3,t_freq_m_3.75,z_dwt_norm_-3,z_dwt_ar_-2,z_dwt_norm_-2,z_dwt_ar_-5,z_dwt_norm_-1,z_dwt_ar_-4,t_freq_e_3.75,z_dwt_ar_-0,z_freq_m_2.50,z_dwt_ar_-1,z_freq_e_3.75,xy_e_freq_e_0.00,t_freq_m_0.00,z_mean,z_e_stddev,xy_e_freq_e_3.75,z_freq_e_2.50,z_freq_m_0.00,xy_e_stddev,z_freq_m_3.75,t_freq_m_2.50,z_peak_stddev,xy_e_freq_p3,mcr_t,z_freq_e_1.25,xy_e_freq_p4,z_peak_mean,xy_e_freq_p1,xy_e_freq_p2,mcr_z,zcr_z,t_freq_m_1.25,t_freq_e_1.25,t_freq_e_0.00,t_mean,xy_e_freq_m_2.50,t_stddev,xy_e_mean,z_peak_d_stddev,z_kurt,z_freq_m_1.25,t_freq_p1,t_freq_p3,t_freq_p2,xy_e_freq_e_1.25,z_e_mean,angle_mean,t_freq_e_2.50,xy_e_freq_m_0.00,z_freq_e_0.00,angle_stddev,corr_z_e_xy_e,xy_e_freq_e_2.50,t_freq_p4,xy_e_freq_m_3.75,z_dwt_avg_-5,z_dwt_avg_-6,z_freq_p4,z_dwt_avg_-7,z_freq_p3,z_dwt_avg_-8,z_freq_p2,z_dwt_avg_-9,z_freq_p1,z_dwt_avg_-0,z_dwt_avg_-1,corr_z_xy_e,z_dwt_avg_-2,z_peak_d_mean,z_dwt_avg_-3,z_dwt_avg_-4,z_stddev,label
0.10446840145895699,0.41243842643675943,0.35002601093899194,47.891226071362304,0.08628014404455761,0.027859123195727243,7.660033267806144E-4,0.8676724753453158,0.45523404890855623,1.0,0.9721408768042727,0.00954080379818739,0.009387090126819283,3.1736618005914883,0.005559645219574392,0.00382744490724489,0.0017772221413054304,0.10520803796956428,0.001284219439158845,0.018927893925006673,0.0424341570168014,7.660033267806144E-4,10.343212339762346,0.0020502227659394594,0.008098472465500058,0.6873618791248447,27.85801455377402,0.18766097583382205,106.04675645307287,0.14785999241563358,0.39753996397605224,4.447641125478625,101.86896812397917,0.908405691366446,0.8650517514990143,2.7026436093545985,4.256965944272446,141,0.48796576905687516,5.727554179566564,17.330644480806225,1.3931888544891642,2.863777089783282,73,73,0.8650517514990143,0.006468884178614395,0.9450685894589547,13.929007276887006,57.89504178617824,4.930640356651633,114.84692147266522,0.029340449818370803,-0.9373965762503444,10.343212339762346,5.727554179566564,0.0,6.424148606811145,0.0743251838690668,103.44390311483761,0.11985611480618619,0.006028369345629554,229.69384294533057,0.10639579450157252,0.11412470808280305,-0.1571229277334808,0.09045294459045498,0.0,57.89504178617824,1.700382821730729,2.3420026830231553,0.0,0.322781450324539,3.4055727554179565,0.09510185888901848,2.863777089783282,0.032416633743562226,1.3931888544891642,6.28401951609055,-8.136578466879632,0.2990801315353216,-1.976004436801254,0.7049559190588236,-0.7256838263206333,5.758538888407246,10.176886066862794,Lopen
0.0,0.021296411372899265,0.07931527725773861,57.89016704979977,0.16535355686283223,0.0,0.14760797874848602,1.0,0.9787035886271007,0.0,0.0,0.3778128212367876,0.3562219332697423,1.9435805540754765,0.17313121758442956,0.1830907156853127,0.002408648516931697,0.899388311369362,0.033074088419894995,0.7340347545065299,0.016941458869957127,0.14760797874848602,6.912689176978349,0.180682067168381,0.003435398497712282,0.7675590991754783,26.468356458633068,-2.5152200714463477,84.19112901743149,0.06185642461125783,0.26323441128682945,5.0304401428926955,117.53072212761137,0.8040237013649072,2.6180611939790612,2.0645317403321144,5.0,36,0.4371115701303617,6.8,16.722230618963348,1.6,3.4,26,26,2.6180611939790612,0.027879740083772985,0.937507240185645,13.234178229316528,34.002763574960916,4.960869758974547,131.45108299947995,0.016494721538786894,-0.9518822277954486,6.912689176978349,0.6,2.2,1.4,0.1214150564427884,68.20417825628189,0.13357382989566932,0.0176715608606249,262.90216599895996,0.2962186200850966,0.08910172184127785,0.020127162777203896,0.04916941977047556,3.4,48.3106801454227,-0.23634372659763037,-0.06449483198356615,0.0,-0.021469506036201833,0.0,0.0,3.4,0.0,1.6,-37.581910288239925,17.789669362922197,-0.17463251776924585,0.32785767267291455,0.596246338,19.097677600125117,-2.549275457233014,7.882027128543498,Lopen
0.0342577305413053,0.12749985646790396,0.517584406090716,51.067833772136915,0.29601383995509944,0.0,0.0018485306002285528,0.9657422694586949,0.8382424129907908,0.0,1.0000000000000002,0.017464662556534276,0.00717950438844101,4.309616854281584,0.002192563240760789,0.00498694114768022,3.7788748572595645E-4,0.3206580069000748,0.0027605230617257113,0.024644166944975284,0.04756018667587426,0.0018485306002285528,13.839617610827291,0.004609053661954264,0.002272653378256601,0.7469859926671772,29.187620072763995,0.30960824186640573,130.0759982274725,0.11657364622845377,0.46909981672372864,2.6446879943040074,80.89501642215932,0.7289355475671415,0.7533151148102223,1.9842414656596776,5.94758064516129,116,0.4957676728854789,0.0,20.008821055075167,1.5120967741935485,4.435483870967742,58,58,0.7533151148102223,0.0027505399985888975,0.9465507762427785,14.593810036381987,48.76896863448541,5.206134965223836,98.67860331156237,0.02347884209902273,-1.1531506571610095,13.839617610827291,5.94758064516129,0.0,0.0,0.07344307318962066,141.34988450128526,0.13226492727928504,0.003138497082758331,197.35720662312468,0.03285985701253591,0.10620402612173395,-0.03254511716072819,0.06299728791474837,0.0,48.76896863448541,-11.693478212308014,-0.2019618189023042,0.0,-0.06738746130189807,0.0,-0.0233814398521885,2.9233870967741935,0.0,1.5120967741935485,8.67744876652478,10.604114925806964,-0.02582893674021508,0.16180861078662456,0.683136,2.4138399863803657,-7.175162869703677,11.897032777505542,Lopen
0.029434415574566098,0.10987112682679556,0.3200567192864265,66.84695133391753,0.49000288228239264,0.0,1.2971324248828107E-5,0.9705655844254342,0.8606944575986386,0.0,1.0000000000000002,0.045393581709883016,0.005241274319936364,4.313314267015943,0.0025414415119490623,0.0026998328079873013,5.193293679894096E-4,0.5406377383122121,0.0021675321157490638,0.050634856029819375,0.04114619929604219,1.2971324248828107E-5,12.316187323644055,0.0021805034399978917,0.008072941359324534,0.7835410353194412,31.24344096433572,0.2162116604732906,97.48797250230575,0.09620283514471097,0.44781511881653185,3.886782087979001,115.63222742464751,1.0320098882815651,1.7554003797670614,2.6228910448087612,2.816901408450704,111,0.4903527671033147,4.325955734406438,17.513182307525813,0.9054325955734407,1.408450704225352,56,56,1.7554003797670614,0.006803739018074246,0.9454270207334763,15.621720482167854,66.84695133391753,5.2275814802332,165.82900873821848,0.015789457666368235,-1.13427713676038,12.316187323644055,2.816901408450704,0.0,5.633802816901408,0.0609594529299773,105.48176509021434,0.13537315868741628,0.006623040952407419,331.65801747643684,0.05375917272082899,0.1046181425676314,0.18006633535792313,0.05929667660587067,0.0,73.23760688492163,-7.557365450212682,-0.588650630256695,0.0,-0.17279723695194554,0.0,-0.05873460552289311,2.816901408450704,0.0,1.408450704225352,-0.5960061850419285,-7.7044453568927045,0.4686581623859016,2.6352721230620624,0.7104519912727274,1.7913916662068685,5.631341103192548,10.278501262737965,Lopen
0.020856589223267556,0.07877849991914547,0.2632445739154331,18.735140369493344,0.37176665287819616,0.0,0.0963163258291218,0.9791434107767327,0.9003649108575872,0.0,1.0000000000000002,0.14657522347099108,0.11877846059296682,2.2939533329743176,0.01436032913224266,0.10441813146072415,0.007715442334693731,0.6371203369421541,3.8636329690862147E-4,0.2653536840639579,0.029835940155320463,0.0963163258291218,7.6215984509091825,0.09670268912603042,0.007580368667016725,0.7098807137624323,20.99774919247842,-2.1592303438459184,89.19550933259558,0.09485269658078115,0.2904326335415824,4.640907182699338,60.43294637095598,0.8693005495404574,2.2939533329743176,2.596950690410656,4.166666666666667,46,0.4441113284135171,4.833333333333333,16.92730324033739,0.8333333333333334,2.1666666666666665,32,33,2.3267952652393324,0.03592021635956562,0.9034533396949619,10.498874596239213,34.673192984860194,4.459684315281086,64.33068740832852,0.039356039245877175,-0.4922165387778632,7.6215984509091825,0.6666666666666666,2.8333333333333335,1.3333333333333333,0.08043806574256919,65.71816862388613,0.09938352156462066,0.030790503790151993,128.66137481665703,0.25787566937788386,0.06629033267659047,-0.11203098594595634,0.11482852391421738,4.166666666666667,34.673192984860194,-0.08052150332972396,0.22270630938347913,0.0,0.055575119385686725,0.0,0.018171313218436798,2.8333333333333335,0.0,1.3333333333333333,-40.12168222642177,2.5411313371035753,0.115952175612117,4.693928339110738,0.7134094238333334,1.5969443082907158,-2.3852308457054696,7.8268827292197,Lopen
0.0,0.03027045916731875,0.11287118919869701,39.54737813107366,0.35656623334245546,0.0,0.023655493915608197,1.0,0.9697295408326813,0.0,0.0,0.4452702497700913,0.055021868521437534,3.0975374378719285,0.025783212236525438,0.029238656284912096,0.005504933404335557,0.8568583516339844,7.822896496834256E-5,0.5002921182915289,0.02940361839064804,0.023655493915608197,11.366182971577336,0.023733722880576538,1.759102833728179E-4,0.7340034409469075,23.6729561011649,-1.5893429054922148,82.94757751696461,0.056879195043121715,0.4381883505951164,3.178685810984429,67.92377356931568,0.20132159154624063,3.159272520121601,0.9100539146499721,5.7894736842105265,30,0.48136826075002803,0.0,16.538327019077656,1.3157894736842106,2.8947368421052633,21,22,3.159272520121601,0.02295962430641923,0.920819808144756,11.836478050582452,39.54737813107366,4.335608548558191,78.36139068613474,0.011667178101444511,-0.9494965174633467,11.366182971577336,2.8947368421052633,5.7894736842105265,4.473684210526316,0.12405961895173334,80.43938922376715,0.09917020676267066,0.02681694915817685,156.72278137226948,0.08026747837148279,0.10451855643426532,-0.0751297987891372,0.08505774505823736,0.0,23.697387064403507,-0.3056996209291309,-0.07600102285076302,0.0,-0.024835812034867802,0.0,0.0,0.0,0.0,2.8947368421052633,-15.772954602349962,-0.9070491804759753,-0.2548565600284011,-4.652495948558041,0.6932373046666667,5.956230581728934,-0.5516853729341289,8.850176181841356,Lopen
0.0,0.027071773652882578,0.09966419296081092,42.96469267129396,0.3533561601857616,0.0,0.18512976613994128,1.0,0.9729282263471174,0.0,0.0,0.24382590760700093,0.27608196559354403,1.9201802547185431,0.037789224231669825,0.2382927413618742,0.036011281473979896,0.8732640333863065,0.017151693747952987,0.519907873200545,0.01452200461120257,0.18512976613994128,8.648327508077134,0.20228145988789428,0.0011299458565278693,0.7860695880058246,26.992027084096247,-3.0013620142871886,128.827587451646,0.04178013263487292,0.29303738021614734,6.002724028574376,81.70307701930193,0.5040222852290657,3.4768060618695062,4.908041357341974,3.0120481927710845,44,0.4268328878539993,5.020080321285141,19.223240993707904,0.6024096385542169,1.606425702811245,27,29,3.4768060618695062,0.03140297757825695,0.9243255599447636,13.496013542048132,42.96469267129396,4.92194552982717,114.26413868578834,0.0212509282927359,-0.5916196132081799,8.648327508077134,1.8072289156626506,5.020080321285141,3.4136546184738954,0.09835983073937019,92.00649928332304,0.13248535226334274,0.029749457865777002,228.52827737157662,0.27899978607332554,0.11057531287310249,-0.08704050774497704,0.07379044861993247,6.827309236947791,28.148124508364607,-1.0776130244012867,-0.33438683560691274,0.0,-0.11510152343781203,0.0,0.0,3.4136546184738954,0.0,1.606425702811245,-54.92775698494119,-16.718882484023602,-0.04416455054083382,-0.2345995142458559,0.5904693603333334,-1.0913722655175933,6.348274934011657,9.128690815731494,Lopen
0.0,0.02642564871935715,0.09896094183757739,32.07111597074091,0.24466668486902124,0.0,0.1051491200800391,0.9999999999999998,0.9735743512806426,0.0,0.0,0.4558836406823793,0.17406308389166475,2.8912302639152054,0.04229276823018529,0.13177031566147945,0.026355550398432938,0.8746134094430652,2.6564518300743E-4,0.6299467245740441,0.03241330322720712,0.1051491200800391,10.101507552768847,0.10541476526304652,0.006226501085920027,0.7017546956560393,21.394728153248863,-2.590033178499575,94.50210839514271,0.0949339287667065,0.36264824254368305,5.18006635699915,50.69708629564769,1.1648368251042016,2.9553605318783163,2.2842952621315917,3.4,43,0.44151698115960697,4.2,17.529976108268,1.4,2.4,28,28,2.9553605318783163,0.03256835460861113,0.9044314892392163,10.69736407662444,19.682970805378563,4.337338696417004,52.91723531797064,0.013941082716175645,-0.9447344769340122,10.101507552768847,1.4,5.6,2.8,0.11303774852089409,80.25361980945081,0.09163423986074609,0.030586852924965335,105.83447063594127,0.1896082752107901,0.05738974884517563,-0.11685442896244516,0.09027362705636026,0.0,18.382917119343276,-0.4521125364731691,-0.12082542993345742,0.0,-0.04022797310864979,0.0,0.0,2.8,0.0,1.4,-32.295928973092444,1.6232893243621032,-0.0079933361697282,0.41124712048882905,0.7200500487999999,2.2914034704424937,-2.5660533960382295,8.593061781860394,Lopen
0.023418969343782466,0.0875719507595195,0.27846759260253057,26.252860853765874,0.3723272172002356,0.0,0.1040028419590407,0.9765810306562177,0.8890090798966982,0.0,1.0000000000000002,0.09179118258447393,0.1464230875094581,1.2371041496687947,0.031995792403575724,0.11442729510588238,0.006140530554809279,0.6105414872941676,0.004283922592032403,0.238214270093932,0.020888766937887833,0.1040028419590407,4.83232665289554,0.1082867645510731,0.014322516488772927,0.7456193072432536,20.94148378096573,-1.4918264353950719,61.16505413921814,0.05685484221598759,0.33003950342522714,3.797693738058947,61.28172028532129,1.0136461482638564,1.917441427491155,2.02597840255322,2.0,61,0.446959771281538,2.875,14.089858369826786,0.5,1.375,42,40,1.917441427491155,0.023125553439061013,0.9347223330973438,10.470741890482868,20.92569921451344,3.5904664462804448,69.54515453217411,0.27331766679374264,-0.6877517320056086,4.83232665289554,0.5,2.25,1.625,0.11406877776910034,52.95050188354951,0.09781266311812362,0.02126334652570742,139.09030906434845,0.20867820880446192,0.06561773656005078,-0.18735229594614972,0.08345707277165834,2.875,20.92569921451344,0.3575742389294977,0.07966481869485928,0.0,0.020360554658582927,3.625,0.006696479721854165,2.875,0.0,1.375,-38.18880631609789,7.750581503933558,-0.04594595638620128,5.345527825283862,0.795085907,5.429658606625409,-0.9876463859768658,7.131064856328885,Lopen
0.029413617914871674,0.10874056038666098,0.33827445955763374,51.199532124341715,0.33598143152535076,0.0,0.09532667709945021,0.9705863820851282,0.8618458216984671,0.0,0.9999999999999998,0.0678349531525835,0.11975497746289919,1.2934626780723095,0.012100512194160059,0.10765446526873913,0.009758642645395702,0.5235713621408334,0.0025691455238932145,0.18758993061548268,0.0131080115676744,0.09532667709945021,6.63541437619674,0.09789582262334343,0.00439796123874741,0.7445565995760787,25.450613450732625,-2.632444801732227,109.77725240082458,0.0747606711355672,0.3092836624717473,5.264889603464453,93.03828389281608,0.9506351355478808,2.554766933010079,1.9878716707071307,4.3076923076923075,47,0.4425225516550988,4.923076923076923,18.127262606586008,1.6923076923076923,3.076923076923077,34,38,2.554766933010079,0.029087494106111944,0.9303853678249193,12.725306725366327,29.69051099595231,4.619304127717653,94.4848688740004,0.03386373264259333,-0.9381492466087549,6.63541437619674,1.8461538461538463,4.3076923076923075,3.076923076923077,0.10825265071132364,88.7208777107733,0.11944100185894413,0.02741912650129441,188.9697377480009,0.2437958246344065,0.07904119248818965,-0.21066381418909355,0.07243007857703047,5.076923076923077,29.69051099595231,-5.579171956164949,0.22617129165580074,0.0,0.08021607398275633,0.0,0.02828020702511149,3.076923076923077,0.0,1.6923076923076923,-45.08553317228464,-7.40157825077376,-0.014615745442471536,-6.197897048257239,0.613037109375,-5.9070564666675125,-11.835454610451205,9.057789674117325,Lopen
