1 57.5
2 65.0
3 73.125
4 79.375
5 80.625
6 82.5
7 81.875
8 83.125
9 82.5
10 80.625
11 80.625
12 82.5
13 85.625
14 86.25
15 85.0
16 85.625
17 82.5
18 83.75
19 85.0
20 85.0
21 85.0
22 85.625
23 85.0
24 86.25
25 85.0
26 87.5
27 86.25
28 86.25
29 86.875
30 88.125
31 86.25
32 86.25
33 85.625
34 84.375
35 85.625
36 87.5
37 85.625
38 85.625
39 85.625
40 87.5
41 85.625
42 84.375
43 85.0
44 86.875
45 88.75
46 87.5
47 89.375
48 85.625
49 86.875
50 85.0
51 87.5
52 85.0
53 89.375
54 87.5
55 93.125
56 88.125
57 88.75
58 91.25
59 90.625
60 90.625
61 91.875
62 90.625
63 90.625
64 93.125
65 95.0
66 91.875
67 95.0
68 91.25
69 88.125
70 91.875
71 95.0
72 93.75
73 93.75
74 93.125
75 90.625
76 94.375
77 93.125
78 90.625
79 94.375
80 93.125
81 91.875
82 92.5
83 95.625
84 95.625
85 94.375
86 95.0
87 93.125
88 93.75
89 95.625
90 93.125
91 93.75
92 95.625
93 94.375
94 95.0
95 96.25
96 94.375
97 90.0
98 93.75
99 95.625
100 91.25
101 93.125
102 94.375
103 94.375
104 93.125
105 93.75
106 92.5
107 95.0
108 95.625
109 89.375
110 91.25
111 91.875
112 94.375
113 93.125
114 92.5
115 93.75
116 94.375
117 90.625
118 93.125
119 95.625
120 95.0
121 93.75
122 92.5
123 95.0
124 93.75
125 93.125
126 95.0
127 95.0
128 91.25
129 96.25
130 93.75
131 91.25
132 92.5
133 93.125
134 93.75

